time,energy
8.1796,10120.287916213314
8.1795,10120.259515388781
8.179400000000001,10120.231114564245
8.1793,10120.202713739709
8.1792,10120.174312915173
8.1791,10120.145912090637
8.179,10120.1175112661
8.1789,10120.089110441568
8.1788,10120.060784581136
8.178700000000001,10120.032458720703
8.178600000000001,10120.00413286027
8.1785,10119.975806999835
8.1784,10119.947481139403
8.1783,10119.91915527897
8.1782,10119.890829418538
8.1781,10119.862503558106
8.178,10119.834252863173
8.177900000000001,10119.80600216824
8.1778,10119.777751473306
8.1777,10119.749500778373
8.1776,10119.721250083443
8.1775,10119.692999388508
8.1774,10119.664748693576
8.1773,10119.636497998643
8.177200000000001,10119.608322671149
8.177100000000001,10119.580147343655
8.177,10119.551972016161
8.1769,10119.523796688665
8.1768,10119.495621361171
8.1767,10119.467446033677
8.1766,10119.439270706183
8.1765,10119.41109537869
8.176400000000001,10119.382995621114
8.176300000000001,10119.354895863537
8.1762,10119.32679610596
8.1761,10119.298696348384
8.176,10119.270596590806
8.1759,10119.24249683323
8.1758,10119.214397075653
8.1757,10119.186297318076
8.175600000000001,10119.158273333444
8.1755,10119.130249348811
8.1754,10119.102225364179
8.1753,10119.074201379546
8.1752,10119.046177394914
8.1751,10119.018153410281
8.175,10118.990129425649
8.174900000000001,10118.962105441016
8.174800000000001,10118.934157432897
8.1747,10118.906209424777
8.1746,10118.878261416658
8.1745,10118.850313408537
8.1744,10118.822365400418
8.1743,10118.794417392299
8.1742,10118.76646938418
8.174100000000001,10118.73852137606
8.174000000000001,10118.710649548571
8.1739,10118.682777721082
8.1738,10118.654905893593
8.1737,10118.627034066103
8.1736,10118.599162238617
8.1735,10118.571290411128
8.1734,10118.543418583638
8.173300000000001,10118.515546756149
8.1732,10118.487751313955
8.1731,10118.459955871764
8.173,10118.43216042957
8.1729,10118.404364987375
8.1728,10118.37656954518
8.1727,10118.348774102988
8.172600000000001,10118.320978660793
8.172500000000001,10118.2931832186
8.1724,10118.265464366916
8.1723,10118.237745515235
8.1722,10118.210026663553
8.1721,10118.182307811869
8.172,10118.154588960188
8.1719,10118.126870108505
8.171800000000001,10118.099151256823
8.1717,10118.07143240514
8.1716,10118.043790349733
8.1715,10118.01614829433
8.1714,10117.988506238924
8.1713,10117.96086418352
8.1712,10117.933222128115
8.171100000000001,10117.905580072711
8.171000000000001,10117.877938017305
8.1709,10117.8502959619
8.1708,10117.822730909093
8.1707,10117.795165856283
8.1706,10117.767600803474
8.1705,10117.740035750665
8.1704,10117.712470697856
8.170300000000001,10117.684905645045
8.170200000000001,10117.657340592235
8.1701,10117.629775539426
8.17,10117.602287696087
8.1699,10117.574799852748
8.1698,10117.54731200941
8.1697,10117.51982416607
8.1696,10117.492336322732
8.169500000000001,10117.464848479394
8.1694,10117.437360636055
8.1693,10117.409872792716
