dataset,network,batch_size,optimizer,power_limit,time_per_epoch,average_power
cifar100,shufflenetv2,256,adadelta,125,15.146666666666667,120.48432405289299
cifar100,shufflenetv2,256,adadelta,150,14.976666666666667,140.86367870953154
cifar100,shufflenetv2,256,adadelta,175,15.106666666666667,158.3553541287235
cifar100,shufflenetv2,256,adadelta,200,14.173333333333334,175.52824687760483
cifar100,shufflenetv2,256,adadelta,225,13.703333333333333,191.32941366780835
cifar100,shufflenetv2,256,adadelta,250,15.853333333333333,190.95267973329604
cifar100,shufflenetv2,256,adadelta,260,14.896666666666667,193.24855822817807
cifar100,shufflenetv2,32,adadelta,100,99.85666666666668,74.75454210832034
cifar100,shufflenetv2,32,adadelta,125,111.72333333333334,74.03036777483474
cifar100,shufflenetv2,32,adadelta,150,101.42,74.7980739868971
cifar100,shufflenetv2,32,adadelta,175,102.38333333333333,74.68787712363388
cifar100,shufflenetv2,32,adadelta,200,100.40000000000002,74.83712369178511
cifar100,shufflenetv2,32,adadelta,225,98.13666666666666,74.8145662827567
cifar100,shufflenetv2,32,adadelta,250,108.70666666666666,73.8824304568302
cifar100,shufflenetv2,32,adadelta,260,100.21,74.81572814584193
cifar100,shufflenetv2,4096,adadelta,100,28.266666666666666,90.45234567567384
cifar100,shufflenetv2,4096,adadelta,125,13.596666666666666,116.27835609832529
cifar100,shufflenetv2,4096,adadelta,150,11.786666666666667,135.69666175483695
cifar100,shufflenetv2,4096,adadelta,175,11.116666666666667,153.62197324703786
cifar100,shufflenetv2,4096,adadelta,200,10.856666666666667,170.92349170800145
cifar100,shufflenetv2,4096,adadelta,225,10.66,187.5526965454004
cifar100,shufflenetv2,4096,adadelta,250,10.370000000000001,203.87573897667076
cifar100,shufflenetv2,4096,adadelta,260,10.649999999999999,203.95854335330583
cifar100,shufflenetv2,512,adadelta,100,18.613333333333333,97.85145221986936
cifar100,shufflenetv2,512,adadelta,125,12.476666666666667,120.61956960215299
cifar100,shufflenetv2,512,adadelta,150,11.226666666666667,142.9613284637647
cifar100,shufflenetv2,512,adadelta,175,10.87,163.8150478715437
cifar100,shufflenetv2,512,adadelta,200,10.713333333333333,182.65675006512123
cifar100,shufflenetv2,512,adadelta,225,10.393333333333333,200.9983262971605
cifar100,shufflenetv2,512,adadelta,250,10.350000000000001,215.8190944555126
