dataset,network,batch_size,optimizer,learning_rate,run,target_metric,target_epoch
librispeech,deepspeech2,72,adamw,1.59e-04,1,50,3
librispeech,deepspeech2,72,adamw,1.59e-04,1,45,5
librispeech,deepspeech2,72,adamw,1.59e-04,1,40,8
librispeech,deepspeech2,72,adamw,1.59e-04,1,35,15
librispeech,deepspeech2,72,adamw,1.59e-04,2,65,1
librispeech,deepspeech2,72,adamw,1.59e-04,2,60,1
librispeech,deepspeech2,72,adamw,1.59e-04,2,55,2
librispeech,deepspeech2,72,adamw,1.59e-04,2,50,3
librispeech,deepspeech2,72,adamw,1.59e-04,2,45,5
librispeech,deepspeech2,72,adamw,1.59e-04,2,40,8
librispeech,deepspeech2,72,adamw,1.59e-04,2,35,15
librispeech,deepspeech2,72,adamw,1.59e-04,3,65,1
librispeech,deepspeech2,72,adamw,1.59e-04,3,60,1
librispeech,deepspeech2,72,adamw,1.59e-04,3,55,2
librispeech,deepspeech2,72,adamw,1.59e-04,3,50,3
librispeech,deepspeech2,72,adamw,1.59e-04,3,45,5
librispeech,deepspeech2,72,adamw,1.59e-04,3,40,8
librispeech,deepspeech2,72,adamw,1.59e-04,3,35,16
librispeech,deepspeech2,72,adamw,1.59e-04,4,65,1
librispeech,deepspeech2,72,adamw,1.59e-04,4,60,1
librispeech,deepspeech2,72,adamw,1.59e-04,4,55,2
librispeech,deepspeech2,72,adamw,1.59e-04,4,50,3
librispeech,deepspeech2,72,adamw,1.59e-04,4,45,5
librispeech,deepspeech2,72,adamw,1.59e-04,4,40,8
librispeech,deepspeech2,72,adamw,1.59e-04,4,35,16
librispeech,deepspeech2,72,adamw,1.59e-04,5,65,1
librispeech,deepspeech2,72,adamw,1.59e-04,5,60,1
librispeech,deepspeech2,72,adamw,1.59e-04,5,55,2
librispeech,deepspeech2,72,adamw,1.59e-04,5,50,3
librispeech,deepspeech2,72,adamw,1.59e-04,5,45,5
librispeech,deepspeech2,72,adamw,1.59e-04,5,40,8
librispeech,deepspeech2,72,adamw,1.59e-04,5,35,15
librispeech,deepspeech2,8,adamw,5.30e-05,1,65,1
librispeech,deepspeech2,8,adamw,5.30e-05,1,60,1
librispeech,deepspeech2,8,adamw,5.30e-05,1,55,1
librispeech,deepspeech2,8,adamw,5.30e-05,1,50,2
librispeech,deepspeech2,8,adamw,5.30e-05,1,45,4
librispeech,deepspeech2,8,adamw,5.30e-05,1,40,6
librispeech,deepspeech2,8,adamw,5.30e-05,1,35,12
librispeech,deepspeech2,8,adamw,5.30e-05,2,65,1
librispeech,deepspeech2,8,adamw,5.30e-05,2,60,1
librispeech,deepspeech2,8,adamw,5.30e-05,2,55,1
librispeech,deepspeech2,8,adamw,5.30e-05,2,50,2
librispeech,deepspeech2,8,adamw,5.30e-05,2,45,4
librispeech,deepspeech2,8,adamw,5.30e-05,2,40,7
librispeech,deepspeech2,8,adamw,5.30e-05,2,35,13
librispeech,deepspeech2,8,adamw,5.30e-05,4,65,1
librispeech,deepspeech2,8,adamw,5.30e-05,4,60,1
librispeech,deepspeech2,8,adamw,5.30e-05,4,55,1
librispeech,deepspeech2,8,adamw,5.30e-05,4,50,3
librispeech,deepspeech2,8,adamw,5.30e-05,4,45,4
librispeech,deepspeech2,8,adamw,5.30e-05,4,40,7
librispeech,deepspeech2,8,adamw,5.30e-05,4,35,13
librispeech,deepspeech2,8,adamw,5.30e-05,5,65,1
librispeech,deepspeech2,8,adamw,5.30e-05,5,60,1
librispeech,deepspeech2,8,adamw,5.30e-05,5,55,1
librispeech,deepspeech2,8,adamw,5.30e-05,5,50,2
librispeech,deepspeech2,8,adamw,5.30e-05,5,45,4
librispeech,deepspeech2,8,adamw,5.30e-05,5,40,6
librispeech,deepspeech2,8,adamw,5.30e-05,5,35,12
librispeech,deepspeech2,96,adamw,1.84e-04,1,65,1
librispeech,deepspeech2,96,adamw,1.84e-04,1,60,2
librispeech,deepspeech2,96,adamw,1.84e-04,1,55,2
librispeech,deepspeech2,96,adamw,1.84e-04,1,50,3
librispeech,deepspeech2,96,adamw,1.84e-04,1,45,5
librispeech,deepspeech2,96,adamw,1.84e-04,1,40,8
librispeech,deepspeech2,96,adamw,1.84e-04,1,35,16
librispeech,deepspeech2,96,adamw,1.84e-04,2,65,1
librispeech,deepspeech2,96,adamw,1.84e-04,2,60,1
librispeech,deepspeech2,96,adamw,1.84e-04,2,55,2
librispeech,deepspeech2,96,adamw,1.84e-04,2,50,3
librispeech,deepspeech2,96,adamw,1.84e-04,2,45,5
librispeech,deepspeech2,96,adamw,1.84e-04,2,40,8
librispeech,deepspeech2,96,adamw,1.84e-04,2,35,16
librispeech,deepspeech2,96,adamw,1.84e-04,3,65,1
librispeech,deepspeech2,96,adamw,1.84e-04,3,60,2
librispeech,deepspeech2,96,adamw,1.84e-04,3,55,2
librispeech,deepspeech2,96,adamw,1.84e-04,3,50,3
librispeech,deepspeech2,96,adamw,1.84e-04,3,45,5
librispeech,deepspeech2,96,adamw,1.84e-04,3,40,8
librispeech,deepspeech2,96,adamw,1.84e-04,3,35,16
librispeech,deepspeech2,96,adamw,1.84e-04,4,65,1
librispeech,deepspeech2,96,adamw,1.84e-04,4,60,1
librispeech,deepspeech2,96,adamw,1.84e-04,4,55,2
librispeech,deepspeech2,96,adamw,1.84e-04,4,50,3
librispeech,deepspeech2,96,adamw,1.84e-04,4,45,5
librispeech,deepspeech2,96,adamw,1.84e-04,4,40,9
librispeech,deepspeech2,96,adamw,1.84e-04,4,35,nan
librispeech,deepspeech2,96,adamw,1.84e-04,5,65,1
librispeech,deepspeech2,96,adamw,1.84e-04,5,60,1
librispeech,deepspeech2,96,adamw,1.84e-04,5,55,2
librispeech,deepspeech2,96,adamw,1.84e-04,5,50,3
librispeech,deepspeech2,96,adamw,1.84e-04,5,45,5
librispeech,deepspeech2,96,adamw,1.84e-04,5,40,8
librispeech,deepspeech2,96,adamw,1.84e-04,5,35,nan
movielens-1m,ncf,1024,adam,2.00e-3,1,0.3,1
movielens-1m,ncf,1024,adam,2.00e-3,1,0.325,1
movielens-1m,ncf,1024,adam,2.00e-3,1,0.35,1
movielens-1m,ncf,1024,adam,2.00e-3,1,0.375,2
movielens-1m,ncf,1024,adam,2.00e-3,1,0.4,3
movielens-1m,ncf,1024,adam,2.00e-3,1,0.41,4
movielens-1m,ncf,1024,adam,2.00e-3,1,0.42,nan
movielens-1m,ncf,1024,adam,2.00e-3,2,0.3,1
movielens-1m,ncf,1024,adam,2.00e-3,2,0.325,1
movielens-1m,ncf,1024,adam,2.00e-3,2,0.35,1
movielens-1m,ncf,1024,adam,2.00e-3,2,0.375,2
movielens-1m,ncf,1024,adam,2.00e-3,2,0.4,3
movielens-1m,ncf,1024,adam,2.00e-3,2,0.41,4
movielens-1m,ncf,1024,adam,2.00e-3,2,0.42,nan
movielens-1m,ncf,1024,adam,2.00e-3,3,0.3,1
movielens-1m,ncf,1024,adam,2.00e-3,3,0.325,1
movielens-1m,ncf,1024,adam,2.00e-3,3,0.35,1
movielens-1m,ncf,1024,adam,2.00e-3,3,0.375,2
movielens-1m,ncf,1024,adam,2.00e-3,3,0.4,3
movielens-1m,ncf,1024,adam,2.00e-3,3,0.41,6
movielens-1m,ncf,1024,adam,2.00e-3,3,0.42,nan
movielens-1m,ncf,1024,adam,2.00e-3,4,0.3,1
movielens-1m,ncf,1024,adam,2.00e-3,4,0.325,1
movielens-1m,ncf,1024,adam,2.00e-3,4,0.35,1
movielens-1m,ncf,1024,adam,2.00e-3,4,0.375,2
movielens-1m,ncf,1024,adam,2.00e-3,4,0.4,3
movielens-1m,ncf,1024,adam,2.00e-3,4,0.41,4
movielens-1m,ncf,1024,adam,2.00e-3,4,0.42,nan
movielens-1m,ncf,1024,adam,2.00e-3,5,0.3,1
movielens-1m,ncf,1024,adam,2.00e-3,5,0.325,1
movielens-1m,ncf,1024,adam,2.00e-3,5,0.35,1
movielens-1m,ncf,1024,adam,2.00e-3,5,0.375,2
movielens-1m,ncf,1024,adam,2.00e-3,5,0.4,3
movielens-1m,ncf,1024,adam,2.00e-3,5,0.41,4
movielens-1m,ncf,1024,adam,2.00e-3,5,0.42,nan
movielens-1m,ncf,128,adam,7.07e-4,1,0.3,1
movielens-1m,ncf,128,adam,7.07e-4,1,0.325,1
movielens-1m,ncf,128,adam,7.07e-4,1,0.35,1
movielens-1m,ncf,128,adam,7.07e-4,1,0.375,2
movielens-1m,ncf,128,adam,7.07e-4,1,0.4,3
movielens-1m,ncf,128,adam,7.07e-4,1,0.41,3
movielens-1m,ncf,128,adam,7.07e-4,1,0.42,7
movielens-1m,ncf,128,adam,7.07e-4,2,0.3,1
movielens-1m,ncf,128,adam,7.07e-4,2,0.325,1
movielens-1m,ncf,128,adam,7.07e-4,2,0.35,1
movielens-1m,ncf,128,adam,7.07e-4,2,0.375,2
movielens-1m,ncf,128,adam,7.07e-4,2,0.4,3
movielens-1m,ncf,128,adam,7.07e-4,2,0.41,5
movielens-1m,ncf,128,adam,7.07e-4,2,0.42,nan
movielens-1m,ncf,128,adam,7.07e-4,3,0.3,1
movielens-1m,ncf,128,adam,7.07e-4,3,0.325,1
movielens-1m,ncf,128,adam,7.07e-4,3,0.35,1
movielens-1m,ncf,128,adam,7.07e-4,3,0.375,2
movielens-1m,ncf,128,adam,7.07e-4,3,0.4,3
movielens-1m,ncf,128,adam,7.07e-4,3,0.41,4
movielens-1m,ncf,128,adam,7.07e-4,3,0.42,6
movielens-1m,ncf,128,adam,7.07e-4,4,0.3,1
movielens-1m,ncf,128,adam,7.07e-4,4,0.325,1
movielens-1m,ncf,128,adam,7.07e-4,4,0.35,1
movielens-1m,ncf,128,adam,7.07e-4,4,0.375,2
movielens-1m,ncf,128,adam,7.07e-4,4,0.4,3
movielens-1m,ncf,128,adam,7.07e-4,4,0.41,5
movielens-1m,ncf,128,adam,7.07e-4,4,0.42,13
movielens-1m,ncf,128,adam,7.07e-4,5,0.3,1
movielens-1m,ncf,128,adam,7.07e-4,5,0.325,1
movielens-1m,ncf,128,adam,7.07e-4,5,0.35,1
movielens-1m,ncf,128,adam,7.07e-4,5,0.375,2
movielens-1m,ncf,128,adam,7.07e-4,5,0.4,3
movielens-1m,ncf,128,adam,7.07e-4,5,0.41,4
movielens-1m,ncf,128,adam,7.07e-4,5,0.42,6
movielens-1m,ncf,16,adam,2.50e-4,1,0.3,1
movielens-1m,ncf,16,adam,2.50e-4,1,0.325,2
movielens-1m,ncf,16,adam,2.50e-4,1,0.35,3
movielens-1m,ncf,16,adam,2.50e-4,1,0.375,6
movielens-1m,ncf,16,adam,2.50e-4,1,0.4,nan
movielens-1m,ncf,16,adam,2.50e-4,1,0.41,nan
movielens-1m,ncf,16,adam,2.50e-4,1,0.42,nan
movielens-1m,ncf,16,adam,2.50e-4,2,0.3,1
movielens-1m,ncf,16,adam,2.50e-4,2,0.325,2
movielens-1m,ncf,16,adam,2.50e-4,2,0.35,3
movielens-1m,ncf,16,adam,2.50e-4,2,0.375,8
movielens-1m,ncf,16,adam,2.50e-4,2,0.4,nan
movielens-1m,ncf,16,adam,2.50e-4,2,0.41,nan
movielens-1m,ncf,16,adam,2.50e-4,2,0.42,nan
movielens-1m,ncf,16,adam,2.50e-4,3,0.3,1
movielens-1m,ncf,16,adam,2.50e-4,3,0.325,2
movielens-1m,ncf,16,adam,2.50e-4,3,0.35,3
movielens-1m,ncf,16,adam,2.50e-4,3,0.375,7
movielens-1m,ncf,16,adam,2.50e-4,3,0.4,nan
movielens-1m,ncf,16,adam,2.50e-4,3,0.41,nan
movielens-1m,ncf,16,adam,2.50e-4,3,0.42,nan
movielens-1m,ncf,16,adam,2.50e-4,4,0.3,1
movielens-1m,ncf,16,adam,2.50e-4,4,0.325,2
movielens-1m,ncf,16,adam,2.50e-4,4,0.35,4
movielens-1m,ncf,16,adam,2.50e-4,4,0.375,8
movielens-1m,ncf,16,adam,2.50e-4,4,0.4,nan
movielens-1m,ncf,16,adam,2.50e-4,4,0.41,nan
movielens-1m,ncf,16,adam,2.50e-4,4,0.42,nan
movielens-1m,ncf,16,adam,2.50e-4,5,0.3,1
movielens-1m,ncf,16,adam,2.50e-4,5,0.325,2
movielens-1m,ncf,16,adam,2.50e-4,5,0.35,4
movielens-1m,ncf,16,adam,2.50e-4,5,0.375,8
movielens-1m,ncf,16,adam,2.50e-4,5,0.4,nan
movielens-1m,ncf,16,adam,2.50e-4,5,0.41,nan
movielens-1m,ncf,16,adam,2.50e-4,5,0.42,nan
movielens-1m,ncf,16384,adam,8.00e-3,1,0.3,1
movielens-1m,ncf,16384,adam,8.00e-3,1,0.325,1
movielens-1m,ncf,16384,adam,8.00e-3,1,0.35,1
movielens-1m,ncf,16384,adam,8.00e-3,1,0.375,2
movielens-1m,ncf,16384,adam,8.00e-3,1,0.4,3
movielens-1m,ncf,16384,adam,8.00e-3,1,0.41,4
movielens-1m,ncf,16384,adam,8.00e-3,1,0.42,nan
movielens-1m,ncf,16384,adam,8.00e-3,2,0.3,1
movielens-1m,ncf,16384,adam,8.00e-3,2,0.325,1
movielens-1m,ncf,16384,adam,8.00e-3,2,0.35,1
movielens-1m,ncf,16384,adam,8.00e-3,2,0.375,2
movielens-1m,ncf,16384,adam,8.00e-3,2,0.4,3
movielens-1m,ncf,16384,adam,8.00e-3,2,0.41,6
movielens-1m,ncf,16384,adam,8.00e-3,2,0.42,nan
movielens-1m,ncf,16384,adam,8.00e-3,3,0.3,1
movielens-1m,ncf,16384,adam,8.00e-3,3,0.325,1
movielens-1m,ncf,16384,adam,8.00e-3,3,0.35,1
movielens-1m,ncf,16384,adam,8.00e-3,3,0.375,2
movielens-1m,ncf,16384,adam,8.00e-3,3,0.4,3
movielens-1m,ncf,16384,adam,8.00e-3,3,0.41,4
movielens-1m,ncf,16384,adam,8.00e-3,3,0.42,nan
movielens-1m,ncf,16384,adam,8.00e-3,4,0.3,1
movielens-1m,ncf,16384,adam,8.00e-3,4,0.325,1
movielens-1m,ncf,16384,adam,8.00e-3,4,0.35,1
movielens-1m,ncf,16384,adam,8.00e-3,4,0.375,2
movielens-1m,ncf,16384,adam,8.00e-3,4,0.4,3
movielens-1m,ncf,16384,adam,8.00e-3,4,0.41,4
movielens-1m,ncf,16384,adam,8.00e-3,4,0.42,5
movielens-1m,ncf,16384,adam,8.00e-3,5,0.3,1
movielens-1m,ncf,16384,adam,8.00e-3,5,0.325,1
movielens-1m,ncf,16384,adam,8.00e-3,5,0.35,1
movielens-1m,ncf,16384,adam,8.00e-3,5,0.375,2
movielens-1m,ncf,16384,adam,8.00e-3,5,0.4,3
movielens-1m,ncf,16384,adam,8.00e-3,5,0.41,4
movielens-1m,ncf,16384,adam,8.00e-3,5,0.42,nan
movielens-1m,ncf,2048,adam,2.83e-3,1,0.3,1
movielens-1m,ncf,2048,adam,2.83e-3,1,0.325,1
movielens-1m,ncf,2048,adam,2.83e-3,1,0.35,1
movielens-1m,ncf,2048,adam,2.83e-3,1,0.375,2
movielens-1m,ncf,2048,adam,2.83e-3,1,0.4,3
movielens-1m,ncf,2048,adam,2.83e-3,1,0.41,4
movielens-1m,ncf,2048,adam,2.83e-3,1,0.42,nan
movielens-1m,ncf,2048,adam,2.83e-3,2,0.3,1
movielens-1m,ncf,2048,adam,2.83e-3,2,0.325,1
movielens-1m,ncf,2048,adam,2.83e-3,2,0.35,1
movielens-1m,ncf,2048,adam,2.83e-3,2,0.375,2
movielens-1m,ncf,2048,adam,2.83e-3,2,0.4,3
movielens-1m,ncf,2048,adam,2.83e-3,2,0.41,5
movielens-1m,ncf,2048,adam,2.83e-3,2,0.42,nan
movielens-1m,ncf,2048,adam,2.83e-3,3,0.3,1
movielens-1m,ncf,2048,adam,2.83e-3,3,0.325,1
movielens-1m,ncf,2048,adam,2.83e-3,3,0.35,1
movielens-1m,ncf,2048,adam,2.83e-3,3,0.375,2
movielens-1m,ncf,2048,adam,2.83e-3,3,0.4,3
movielens-1m,ncf,2048,adam,2.83e-3,3,0.41,4
movielens-1m,ncf,2048,adam,2.83e-3,3,0.42,nan
movielens-1m,ncf,2048,adam,2.83e-3,4,0.3,1
movielens-1m,ncf,2048,adam,2.83e-3,4,0.325,1
movielens-1m,ncf,2048,adam,2.83e-3,4,0.35,1
movielens-1m,ncf,2048,adam,2.83e-3,4,0.375,2
movielens-1m,ncf,2048,adam,2.83e-3,4,0.4,3
movielens-1m,ncf,2048,adam,2.83e-3,4,0.41,5
movielens-1m,ncf,2048,adam,2.83e-3,4,0.42,nan
movielens-1m,ncf,2048,adam,2.83e-3,5,0.3,1
movielens-1m,ncf,2048,adam,2.83e-3,5,0.325,1
movielens-1m,ncf,2048,adam,2.83e-3,5,0.35,1
movielens-1m,ncf,2048,adam,2.83e-3,5,0.375,2
movielens-1m,ncf,2048,adam,2.83e-3,5,0.4,3
movielens-1m,ncf,2048,adam,2.83e-3,5,0.41,4
movielens-1m,ncf,2048,adam,2.83e-3,5,0.42,nan
movielens-1m,ncf,256,adam,1.00e-3,1,0.3,1
movielens-1m,ncf,256,adam,1.00e-3,1,0.325,1
movielens-1m,ncf,256,adam,1.00e-3,1,0.35,1
movielens-1m,ncf,256,adam,1.00e-3,1,0.375,2
movielens-1m,ncf,256,adam,1.00e-3,1,0.4,3
movielens-1m,ncf,256,adam,1.00e-3,1,0.41,4
movielens-1m,ncf,256,adam,1.00e-3,1,0.42,6
movielens-1m,ncf,256,adam,1.00e-3,2,0.3,1
movielens-1m,ncf,256,adam,1.00e-3,2,0.325,1
movielens-1m,ncf,256,adam,1.00e-3,2,0.35,1
movielens-1m,ncf,256,adam,1.00e-3,2,0.375,2
movielens-1m,ncf,256,adam,1.00e-3,2,0.4,3
movielens-1m,ncf,256,adam,1.00e-3,2,0.41,4
movielens-1m,ncf,256,adam,1.00e-3,2,0.42,nan
movielens-1m,ncf,256,adam,1.00e-3,3,0.3,1
movielens-1m,ncf,256,adam,1.00e-3,3,0.325,1
movielens-1m,ncf,256,adam,1.00e-3,3,0.35,1
movielens-1m,ncf,256,adam,1.00e-3,3,0.375,2
movielens-1m,ncf,256,adam,1.00e-3,3,0.4,3
movielens-1m,ncf,256,adam,1.00e-3,3,0.41,4
movielens-1m,ncf,256,adam,1.00e-3,3,0.42,6
movielens-1m,ncf,256,adam,1.00e-3,4,0.3,1
movielens-1m,ncf,256,adam,1.00e-3,4,0.325,1
movielens-1m,ncf,256,adam,1.00e-3,4,0.35,1
movielens-1m,ncf,256,adam,1.00e-3,4,0.375,2
movielens-1m,ncf,256,adam,1.00e-3,4,0.4,3
movielens-1m,ncf,256,adam,1.00e-3,4,0.41,4
movielens-1m,ncf,256,adam,1.00e-3,4,0.42,6
movielens-1m,ncf,256,adam,1.00e-3,5,0.3,1
movielens-1m,ncf,256,adam,1.00e-3,5,0.325,1
movielens-1m,ncf,256,adam,1.00e-3,5,0.35,1
movielens-1m,ncf,256,adam,1.00e-3,5,0.375,2
movielens-1m,ncf,256,adam,1.00e-3,5,0.4,3
movielens-1m,ncf,256,adam,1.00e-3,5,0.41,4
movielens-1m,ncf,256,adam,1.00e-3,5,0.42,6
movielens-1m,ncf,32,adam,3.54e-4,1,0.3,1
movielens-1m,ncf,32,adam,3.54e-4,1,0.325,1
movielens-1m,ncf,32,adam,3.54e-4,1,0.35,2
movielens-1m,ncf,32,adam,3.54e-4,1,0.375,5
movielens-1m,ncf,32,adam,3.54e-4,1,0.4,16
movielens-1m,ncf,32,adam,3.54e-4,1,0.41,nan
movielens-1m,ncf,32,adam,3.54e-4,1,0.42,nan
movielens-1m,ncf,32,adam,3.54e-4,2,0.3,1
movielens-1m,ncf,32,adam,3.54e-4,2,0.325,1
movielens-1m,ncf,32,adam,3.54e-4,2,0.35,2
movielens-1m,ncf,32,adam,3.54e-4,2,0.375,5
movielens-1m,ncf,32,adam,3.54e-4,2,0.4,14
movielens-1m,ncf,32,adam,3.54e-4,2,0.41,34
movielens-1m,ncf,32,adam,3.54e-4,2,0.42,nan
movielens-1m,ncf,32,adam,3.54e-4,3,0.3,1
movielens-1m,ncf,32,adam,3.54e-4,3,0.325,1
movielens-1m,ncf,32,adam,3.54e-4,3,0.35,2
movielens-1m,ncf,32,adam,3.54e-4,3,0.375,5
movielens-1m,ncf,32,adam,3.54e-4,3,0.4,11
movielens-1m,ncf,32,adam,3.54e-4,3,0.41,nan
movielens-1m,ncf,32,adam,3.54e-4,3,0.42,nan
movielens-1m,ncf,32,adam,3.54e-4,4,0.3,1
movielens-1m,ncf,32,adam,3.54e-4,4,0.325,1
movielens-1m,ncf,32,adam,3.54e-4,4,0.35,2
movielens-1m,ncf,32,adam,3.54e-4,4,0.375,5
movielens-1m,ncf,32,adam,3.54e-4,4,0.4,15
movielens-1m,ncf,32,adam,3.54e-4,4,0.41,nan
movielens-1m,ncf,32,adam,3.54e-4,4,0.42,nan
movielens-1m,ncf,32,adam,3.54e-4,5,0.3,1
movielens-1m,ncf,32,adam,3.54e-4,5,0.325,1
movielens-1m,ncf,32,adam,3.54e-4,5,0.35,2
movielens-1m,ncf,32,adam,3.54e-4,5,0.375,5
movielens-1m,ncf,32,adam,3.54e-4,5,0.4,18
movielens-1m,ncf,32,adam,3.54e-4,5,0.41,nan
movielens-1m,ncf,32,adam,3.54e-4,5,0.42,nan
movielens-1m,ncf,4,adam,1.25e-4,1,0.3,3
movielens-1m,ncf,4,adam,1.25e-4,1,0.325,7
movielens-1m,ncf,4,adam,1.25e-4,1,0.35,nan
movielens-1m,ncf,4,adam,1.25e-4,1,0.375,nan
movielens-1m,ncf,4,adam,1.25e-4,1,0.4,nan
movielens-1m,ncf,4,adam,1.25e-4,1,0.41,nan
movielens-1m,ncf,4,adam,1.25e-4,1,0.42,nan
movielens-1m,ncf,4,adam,1.25e-4,2,0.3,4
movielens-1m,ncf,4,adam,1.25e-4,2,0.325,8
movielens-1m,ncf,4,adam,1.25e-4,2,0.35,nan
movielens-1m,ncf,4,adam,1.25e-4,2,0.375,nan
movielens-1m,ncf,4,adam,1.25e-4,2,0.4,nan
movielens-1m,ncf,4,adam,1.25e-4,2,0.41,nan
movielens-1m,ncf,4,adam,1.25e-4,2,0.42,nan
movielens-1m,ncf,4,adam,1.25e-4,3,0.3,4
movielens-1m,ncf,4,adam,1.25e-4,3,0.325,8
movielens-1m,ncf,4,adam,1.25e-4,3,0.35,nan
movielens-1m,ncf,4,adam,1.25e-4,3,0.375,nan
movielens-1m,ncf,4,adam,1.25e-4,3,0.4,nan
movielens-1m,ncf,4,adam,1.25e-4,3,0.41,nan
movielens-1m,ncf,4,adam,1.25e-4,3,0.42,nan
movielens-1m,ncf,4096,adam,4.00e-3,1,0.3,1
movielens-1m,ncf,4096,adam,4.00e-3,1,0.325,1
movielens-1m,ncf,4096,adam,4.00e-3,1,0.35,1
movielens-1m,ncf,4096,adam,4.00e-3,1,0.375,2
movielens-1m,ncf,4096,adam,4.00e-3,1,0.4,3
movielens-1m,ncf,4096,adam,4.00e-3,1,0.41,4
movielens-1m,ncf,4096,adam,4.00e-3,1,0.42,nan
movielens-1m,ncf,4096,adam,4.00e-3,2,0.3,1
movielens-1m,ncf,4096,adam,4.00e-3,2,0.325,1
movielens-1m,ncf,4096,adam,4.00e-3,2,0.35,1
movielens-1m,ncf,4096,adam,4.00e-3,2,0.375,2
movielens-1m,ncf,4096,adam,4.00e-3,2,0.4,3
movielens-1m,ncf,4096,adam,4.00e-3,2,0.41,4
movielens-1m,ncf,4096,adam,4.00e-3,2,0.42,nan
movielens-1m,ncf,4096,adam,4.00e-3,3,0.3,1
movielens-1m,ncf,4096,adam,4.00e-3,3,0.325,1
movielens-1m,ncf,4096,adam,4.00e-3,3,0.35,1
movielens-1m,ncf,4096,adam,4.00e-3,3,0.375,2
movielens-1m,ncf,4096,adam,4.00e-3,3,0.4,3
movielens-1m,ncf,4096,adam,4.00e-3,3,0.41,5
movielens-1m,ncf,4096,adam,4.00e-3,3,0.42,nan
movielens-1m,ncf,4096,adam,4.00e-3,4,0.3,1
movielens-1m,ncf,4096,adam,4.00e-3,4,0.325,1
movielens-1m,ncf,4096,adam,4.00e-3,4,0.35,1
movielens-1m,ncf,4096,adam,4.00e-3,4,0.375,2
movielens-1m,ncf,4096,adam,4.00e-3,4,0.4,3
movielens-1m,ncf,4096,adam,4.00e-3,4,0.41,5
movielens-1m,ncf,4096,adam,4.00e-3,4,0.42,nan
movielens-1m,ncf,4096,adam,4.00e-3,5,0.3,1
movielens-1m,ncf,4096,adam,4.00e-3,5,0.325,1
movielens-1m,ncf,4096,adam,4.00e-3,5,0.35,1
movielens-1m,ncf,4096,adam,4.00e-3,5,0.375,2
movielens-1m,ncf,4096,adam,4.00e-3,5,0.4,3
movielens-1m,ncf,4096,adam,4.00e-3,5,0.41,7
movielens-1m,ncf,4096,adam,4.00e-3,5,0.42,nan
movielens-1m,ncf,512,adam,1.41e-3,1,0.3,1
movielens-1m,ncf,512,adam,1.41e-3,1,0.325,1
movielens-1m,ncf,512,adam,1.41e-3,1,0.35,1
movielens-1m,ncf,512,adam,1.41e-3,1,0.375,2
movielens-1m,ncf,512,adam,1.41e-3,1,0.4,3
movielens-1m,ncf,512,adam,1.41e-3,1,0.41,4
movielens-1m,ncf,512,adam,1.41e-3,1,0.42,9
movielens-1m,ncf,512,adam,1.41e-3,2,0.3,1
movielens-1m,ncf,512,adam,1.41e-3,2,0.325,1
movielens-1m,ncf,512,adam,1.41e-3,2,0.35,1
movielens-1m,ncf,512,adam,1.41e-3,2,0.375,2
movielens-1m,ncf,512,adam,1.41e-3,2,0.4,3
movielens-1m,ncf,512,adam,1.41e-3,2,0.41,4
movielens-1m,ncf,512,adam,1.41e-3,2,0.42,nan
movielens-1m,ncf,512,adam,1.41e-3,3,0.3,1
movielens-1m,ncf,512,adam,1.41e-3,3,0.325,1
movielens-1m,ncf,512,adam,1.41e-3,3,0.35,1
movielens-1m,ncf,512,adam,1.41e-3,3,0.375,2
movielens-1m,ncf,512,adam,1.41e-3,3,0.4,3
movielens-1m,ncf,512,adam,1.41e-3,3,0.41,4
movielens-1m,ncf,512,adam,1.41e-3,3,0.42,nan
movielens-1m,ncf,512,adam,1.41e-3,4,0.3,1
movielens-1m,ncf,512,adam,1.41e-3,4,0.325,1
movielens-1m,ncf,512,adam,1.41e-3,4,0.35,1
movielens-1m,ncf,512,adam,1.41e-3,4,0.375,2
movielens-1m,ncf,512,adam,1.41e-3,4,0.4,3
movielens-1m,ncf,512,adam,1.41e-3,4,0.41,4
movielens-1m,ncf,512,adam,1.41e-3,4,0.42,6
movielens-1m,ncf,512,adam,1.41e-3,5,0.3,1
movielens-1m,ncf,512,adam,1.41e-3,5,0.325,1
movielens-1m,ncf,512,adam,1.41e-3,5,0.35,1
movielens-1m,ncf,512,adam,1.41e-3,5,0.375,2
movielens-1m,ncf,512,adam,1.41e-3,5,0.4,3
movielens-1m,ncf,512,adam,1.41e-3,5,0.41,4
movielens-1m,ncf,512,adam,1.41e-3,5,0.42,nan
movielens-1m,ncf,64,adam,5.00e-4,1,0.3,1
movielens-1m,ncf,64,adam,5.00e-4,1,0.325,1
movielens-1m,ncf,64,adam,5.00e-4,1,0.35,1
movielens-1m,ncf,64,adam,5.00e-4,1,0.375,2
movielens-1m,ncf,64,adam,5.00e-4,1,0.4,5
movielens-1m,ncf,64,adam,5.00e-4,1,0.41,14
movielens-1m,ncf,64,adam,5.00e-4,1,0.42,nan
movielens-1m,ncf,64,adam,5.00e-4,2,0.3,1
movielens-1m,ncf,64,adam,5.00e-4,2,0.325,1
movielens-1m,ncf,64,adam,5.00e-4,2,0.35,1
movielens-1m,ncf,64,adam,5.00e-4,2,0.375,2
movielens-1m,ncf,64,adam,5.00e-4,2,0.4,3
