dataset,network,batch_size,optimizer,learning_rate,run,target_metric,target_epoch
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.25,3
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.3,4
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.35,4
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.4,5
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.45,6
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.5,8
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.55,12
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.6,17
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.65,58
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.7,nan
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.75,nan
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.8,nan
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.85,nan
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.9,nan
cifar100,shufflenetv2,64,adadelta,1e-1,4,0.95,nan
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.05,1
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.1,1
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.15,2
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.2,2
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.25,3
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.3,3
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.35,4
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.4,6
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.45,7
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.5,9
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.55,12
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.6,18
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.65,58
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.7,nan
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.75,nan
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.8,nan
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.85,nan
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.9,nan
cifar100,shufflenetv2,64,adadelta,1e-1,5,0.95,nan
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.05,1
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.1,1
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.15,2
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.2,2
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.25,2
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.3,3
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.35,4
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.4,5
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.45,8
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.5,12
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.55,19
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.6,37
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.65,101
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.7,nan
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.75,nan
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.8,nan
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.85,nan
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.9,nan
cifar100,shufflenetv2,8,adadelta,1e-1,1,0.95,nan
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.05,1
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.1,1
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.15,2
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.2,2
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.25,3
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.3,3
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.35,4
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.4,5
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.45,9
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.5,13
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.55,23
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.6,38
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.65,92
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.7,nan
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.75,nan
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.8,nan
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.85,nan
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.9,nan
cifar100,shufflenetv2,8,adadelta,1e-1,2,0.95,nan
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.05,1
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.1,1
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.15,2
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.2,2
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.25,3
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.3,3
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.35,4
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.4,6
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.45,8
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.5,15
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.55,22
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.6,45
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.65,105
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.7,nan
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.75,nan
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.8,nan
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.85,nan
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.9,nan
cifar100,shufflenetv2,8,adadelta,1e-1,3,0.95,nan
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.05,1
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.1,1
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.15,1
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.2,2
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.25,2
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.3,3
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.35,4
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.4,6
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.45,9
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.5,15
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.55,22
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.6,42
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.65,128
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.7,nan
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.75,nan
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.8,nan
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.85,nan
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.9,nan
cifar100,shufflenetv2,8,adadelta,1e-1,4,0.95,nan
imagenet,resnet50,1024,adadelta,1e-1,1,0.05,1
imagenet,resnet50,1024,adadelta,1e-1,1,0.1,2
imagenet,resnet50,1024,adadelta,1e-1,1,0.15,2
imagenet,resnet50,1024,adadelta,1e-1,1,0.2,3
imagenet,resnet50,1024,adadelta,1e-1,1,0.25,4
imagenet,resnet50,1024,adadelta,1e-1,1,0.3,4
imagenet,resnet50,1024,adadelta,1e-1,1,0.35,4
imagenet,resnet50,1024,adadelta,1e-1,1,0.4,5
imagenet,resnet50,1024,adadelta,1e-1,1,0.45,6
imagenet,resnet50,1024,adadelta,1e-1,1,0.5,9
imagenet,resnet50,1024,adadelta,1e-1,1,0.55,10
imagenet,resnet50,1024,adadelta,1e-1,1,0.6,16
imagenet,resnet50,1024,adadelta,1e-1,1,0.65,32
imagenet,resnet50,1024,adadelta,1e-1,1,0.7,nan
imagenet,resnet50,1024,adadelta,1e-1,1,0.75,nan
imagenet,resnet50,1024,adadelta,1e-1,1,0.8,nan
imagenet,resnet50,1024,adadelta,1e-1,1,0.85,nan
imagenet,resnet50,1024,adadelta,1e-1,1,0.9,nan
imagenet,resnet50,1024,adadelta,1e-1,1,0.95,nan
imagenet,resnet50,128,adadelta,1e-1,1,0.05,1
imagenet,resnet50,128,adadelta,1e-1,1,0.1,1
imagenet,resnet50,128,adadelta,1e-1,1,0.15,3
imagenet,resnet50,128,adadelta,1e-1,1,0.2,3
imagenet,resnet50,128,adadelta,1e-1,1,0.25,3
imagenet,resnet50,128,adadelta,1e-1,1,0.3,3
imagenet,resnet50,128,adadelta,1e-1,1,0.35,3
imagenet,resnet50,128,adadelta,1e-1,1,0.4,5
imagenet,resnet50,128,adadelta,1e-1,1,0.45,5
imagenet,resnet50,128,adadelta,1e-1,1,0.5,7
imagenet,resnet50,128,adadelta,1e-1,1,0.55,10
imagenet,resnet50,128,adadelta,1e-1,1,0.6,15
imagenet,resnet50,128,adadelta,1e-1,1,0.65,32
imagenet,resnet50,128,adadelta,1e-1,1,0.7,nan
imagenet,resnet50,128,adadelta,1e-1,1,0.75,nan
imagenet,resnet50,128,adadelta,1e-1,1,0.8,nan
imagenet,resnet50,128,adadelta,1e-1,1,0.85,nan
imagenet,resnet50,128,adadelta,1e-1,1,0.9,nan
imagenet,resnet50,128,adadelta,1e-1,1,0.95,nan
imagenet,resnet50,128,adadelta,1e-1,2,0.05,1
imagenet,resnet50,128,adadelta,1e-1,2,0.1,2
imagenet,resnet50,128,adadelta,1e-1,2,0.15,2
imagenet,resnet50,128,adadelta,1e-1,2,0.2,2
imagenet,resnet50,128,adadelta,1e-1,2,0.25,3
imagenet,resnet50,128,adadelta,1e-1,2,0.3,4
imagenet,resnet50,128,adadelta,1e-1,2,0.35,5
imagenet,resnet50,128,adadelta,1e-1,2,0.4,5
imagenet,resnet50,128,adadelta,1e-1,2,0.45,5
imagenet,resnet50,128,adadelta,1e-1,2,0.5,6
imagenet,resnet50,128,adadelta,1e-1,2,0.55,7
imagenet,resnet50,128,adadelta,1e-1,2,0.6,13
imagenet,resnet50,128,adadelta,1e-1,2,0.65,34
imagenet,resnet50,128,adadelta,1e-1,2,0.7,nan
imagenet,resnet50,128,adadelta,1e-1,2,0.75,nan
imagenet,resnet50,128,adadelta,1e-1,2,0.8,nan
imagenet,resnet50,128,adadelta,1e-1,2,0.85,nan
imagenet,resnet50,128,adadelta,1e-1,2,0.9,nan
imagenet,resnet50,128,adadelta,1e-1,2,0.95,nan
imagenet,resnet50,128,adadelta,1e-1,3,0.05,1
imagenet,resnet50,128,adadelta,1e-1,3,0.1,2
imagenet,resnet50,128,adadelta,1e-1,3,0.15,2
imagenet,resnet50,128,adadelta,1e-1,3,0.2,2
imagenet,resnet50,128,adadelta,1e-1,3,0.25,3
imagenet,resnet50,128,adadelta,1e-1,3,0.3,3
imagenet,resnet50,128,adadelta,1e-1,3,0.35,4
imagenet,resnet50,128,adadelta,1e-1,3,0.4,5
imagenet,resnet50,128,adadelta,1e-1,3,0.45,5
imagenet,resnet50,128,adadelta,1e-1,3,0.5,6
imagenet,resnet50,128,adadelta,1e-1,3,0.55,10
imagenet,resnet50,128,adadelta,1e-1,3,0.6,16
imagenet,resnet50,128,adadelta,1e-1,3,0.65,33
imagenet,resnet50,128,adadelta,1e-1,3,0.7,nan
imagenet,resnet50,128,adadelta,1e-1,3,0.75,nan
imagenet,resnet50,128,adadelta,1e-1,3,0.8,nan
imagenet,resnet50,128,adadelta,1e-1,3,0.85,nan
imagenet,resnet50,128,adadelta,1e-1,3,0.9,nan
imagenet,resnet50,128,adadelta,1e-1,3,0.95,nan
imagenet,resnet50,128,adadelta,1e-1,4,0.05,1
imagenet,resnet50,128,adadelta,1e-1,4,0.1,1
imagenet,resnet50,128,adadelta,1e-1,4,0.15,1
imagenet,resnet50,128,adadelta,1e-1,4,0.2,2
imagenet,resnet50,128,adadelta,1e-1,4,0.25,2
imagenet,resnet50,128,adadelta,1e-1,4,0.3,3
imagenet,resnet50,128,adadelta,1e-1,4,0.35,3
imagenet,resnet50,128,adadelta,1e-1,4,0.4,6
imagenet,resnet50,128,adadelta,1e-1,4,0.45,12
imagenet,resnet50,128,adadelta,1e-1,4,0.5,31
imagenet,resnet50,128,adadelta,1e-1,4,0.55,31
imagenet,resnet50,128,adadelta,1e-1,4,0.6,31
imagenet,resnet50,128,adadelta,1e-1,4,0.65,31
imagenet,resnet50,128,adadelta,1e-1,4,0.7,61
imagenet,resnet50,128,adadelta,1e-1,4,0.75,77
imagenet,resnet50,128,adadelta,1e-1,4,0.8,nan
imagenet,resnet50,128,adadelta,1e-1,4,0.85,nan
imagenet,resnet50,128,adadelta,1e-1,4,0.9,nan
imagenet,resnet50,128,adadelta,1e-1,4,0.95,nan
imagenet,resnet50,128,adadelta,1e-1,5,0.05,1
imagenet,resnet50,128,adadelta,1e-1,5,0.1,1
imagenet,resnet50,128,adadelta,1e-1,5,0.15,2
imagenet,resnet50,128,adadelta,1e-1,5,0.2,2
imagenet,resnet50,128,adadelta,1e-1,5,0.25,3
imagenet,resnet50,128,adadelta,1e-1,5,0.3,3
imagenet,resnet50,128,adadelta,1e-1,5,0.35,3
imagenet,resnet50,128,adadelta,1e-1,5,0.4,4
imagenet,resnet50,128,adadelta,1e-1,5,0.45,18
imagenet,resnet50,128,adadelta,1e-1,5,0.5,31
imagenet,resnet50,128,adadelta,1e-1,5,0.55,31
imagenet,resnet50,128,adadelta,1e-1,5,0.6,31
imagenet,resnet50,128,adadelta,1e-1,5,0.65,31
imagenet,resnet50,128,adadelta,1e-1,5,0.7,61
imagenet,resnet50,128,adadelta,1e-1,5,0.75,74
imagenet,resnet50,128,adadelta,1e-1,5,0.8,nan
imagenet,resnet50,128,adadelta,1e-1,5,0.85,nan
imagenet,resnet50,128,adadelta,1e-1,5,0.9,nan
imagenet,resnet50,128,adadelta,1e-1,5,0.95,nan
imagenet,resnet50,192,adadelta,1e-1,1,0.05,1
imagenet,resnet50,192,adadelta,1e-1,1,0.1,1
imagenet,resnet50,192,adadelta,1e-1,1,0.15,1
imagenet,resnet50,192,adadelta,1e-1,1,0.2,1
imagenet,resnet50,192,adadelta,1e-1,1,0.25,2
imagenet,resnet50,192,adadelta,1e-1,1,0.3,2
imagenet,resnet50,192,adadelta,1e-1,1,0.35,2
imagenet,resnet50,192,adadelta,1e-1,1,0.4,3
imagenet,resnet50,192,adadelta,1e-1,1,0.45,4
imagenet,resnet50,192,adadelta,1e-1,1,0.5,6
imagenet,resnet50,192,adadelta,1e-1,1,0.55,8
imagenet,resnet50,192,adadelta,1e-1,1,0.6,10
imagenet,resnet50,192,adadelta,1e-1,1,0.65,22
imagenet,resnet50,192,adadelta,1e-1,1,0.7,nan
imagenet,resnet50,192,adadelta,1e-1,1,0.75,nan
imagenet,resnet50,192,adadelta,1e-1,1,0.8,nan
imagenet,resnet50,192,adadelta,1e-1,1,0.85,nan
imagenet,resnet50,192,adadelta,1e-1,1,0.9,nan
imagenet,resnet50,192,adadelta,1e-1,1,0.95,nan
imagenet,resnet50,192,adadelta,1e-1,2,0.05,1
imagenet,resnet50,192,adadelta,1e-1,2,0.1,1
imagenet,resnet50,192,adadelta,1e-1,2,0.15,1
imagenet,resnet50,192,adadelta,1e-1,2,0.2,2
imagenet,resnet50,192,adadelta,1e-1,2,0.25,2
imagenet,resnet50,192,adadelta,1e-1,2,0.3,2
imagenet,resnet50,192,adadelta,1e-1,2,0.35,3
imagenet,resnet50,192,adadelta,1e-1,2,0.4,3
imagenet,resnet50,192,adadelta,1e-1,2,0.45,4
imagenet,resnet50,192,adadelta,1e-1,2,0.5,5
imagenet,resnet50,192,adadelta,1e-1,2,0.55,8
imagenet,resnet50,192,adadelta,1e-1,2,0.6,11
imagenet,resnet50,192,adadelta,1e-1,2,0.65,20
imagenet,resnet50,192,adadelta,1e-1,2,0.7,nan
imagenet,resnet50,192,adadelta,1e-1,2,0.75,nan
imagenet,resnet50,192,adadelta,1e-1,2,0.8,nan
imagenet,resnet50,192,adadelta,1e-1,2,0.85,nan
imagenet,resnet50,192,adadelta,1e-1,2,0.9,nan
imagenet,resnet50,192,adadelta,1e-1,2,0.95,nan
imagenet,resnet50,192,adadelta,1e-1,3,0.05,1
imagenet,resnet50,192,adadelta,1e-1,3,0.1,1
imagenet,resnet50,192,adadelta,1e-1,3,0.15,1
imagenet,resnet50,192,adadelta,1e-1,3,0.2,1
imagenet,resnet50,192,adadelta,1e-1,3,0.25,2
imagenet,resnet50,192,adadelta,1e-1,3,0.3,2
imagenet,resnet50,192,adadelta,1e-1,3,0.35,3
imagenet,resnet50,192,adadelta,1e-1,3,0.4,3
imagenet,resnet50,192,adadelta,1e-1,3,0.45,4
imagenet,resnet50,192,adadelta,1e-1,3,0.5,5
imagenet,resnet50,192,adadelta,1e-1,3,0.55,7
imagenet,resnet50,192,adadelta,1e-1,3,0.6,12
imagenet,resnet50,192,adadelta,1e-1,3,0.65,21
imagenet,resnet50,192,adadelta,1e-1,3,0.7,nan
imagenet,resnet50,192,adadelta,1e-1,3,0.75,nan
imagenet,resnet50,192,adadelta,1e-1,3,0.8,nan
imagenet,resnet50,192,adadelta,1e-1,3,0.85,nan
imagenet,resnet50,192,adadelta,1e-1,3,0.9,nan
imagenet,resnet50,192,adadelta,1e-1,3,0.95,nan
imagenet,resnet50,192,adadelta,1e-1,4,0.05,1
imagenet,resnet50,192,adadelta,1e-1,4,0.1,1
imagenet,resnet50,192,adadelta,1e-1,4,0.15,2
imagenet,resnet50,192,adadelta,1e-1,4,0.2,2
imagenet,resnet50,192,adadelta,1e-1,4,0.25,2
imagenet,resnet50,192,adadelta,1e-1,4,0.3,2
imagenet,resnet50,192,adadelta,1e-1,4,0.35,3
imagenet,resnet50,192,adadelta,1e-1,4,0.4,4
imagenet,resnet50,192,adadelta,1e-1,4,0.45,6
imagenet,resnet50,192,adadelta,1e-1,4,0.5,12
imagenet,resnet50,192,adadelta,1e-1,4,0.55,31
imagenet,resnet50,192,adadelta,1e-1,4,0.6,31
imagenet,resnet50,192,adadelta,1e-1,4,0.65,31
imagenet,resnet50,192,adadelta,1e-1,4,0.7,61
imagenet,resnet50,192,adadelta,1e-1,4,0.75,64
imagenet,resnet50,192,adadelta,1e-1,4,0.8,nan
imagenet,resnet50,192,adadelta,1e-1,4,0.85,nan
imagenet,resnet50,192,adadelta,1e-1,4,0.9,nan
imagenet,resnet50,192,adadelta,1e-1,4,0.95,nan
imagenet,resnet50,192,adadelta,1e-1,5,0.05,1
imagenet,resnet50,192,adadelta,1e-1,5,0.1,1
imagenet,resnet50,192,adadelta,1e-1,5,0.15,1
imagenet,resnet50,192,adadelta,1e-1,5,0.2,2
imagenet,resnet50,192,adadelta,1e-1,5,0.25,2
imagenet,resnet50,192,adadelta,1e-1,5,0.3,3
imagenet,resnet50,192,adadelta,1e-1,5,0.35,3
imagenet,resnet50,192,adadelta,1e-1,5,0.4,4
imagenet,resnet50,192,adadelta,1e-1,5,0.45,8
imagenet,resnet50,192,adadelta,1e-1,5,0.5,16
imagenet,resnet50,192,adadelta,1e-1,5,0.55,31
imagenet,resnet50,192,adadelta,1e-1,5,0.6,31
imagenet,resnet50,192,adadelta,1e-1,5,0.65,31
imagenet,resnet50,192,adadelta,1e-1,5,0.7,61
imagenet,resnet50,192,adadelta,1e-1,5,0.75,72
imagenet,resnet50,192,adadelta,1e-1,5,0.8,nan
imagenet,resnet50,192,adadelta,1e-1,5,0.85,nan
imagenet,resnet50,192,adadelta,1e-1,5,0.9,nan
imagenet,resnet50,192,adadelta,1e-1,5,0.95,nan
imagenet,resnet50,256,adadelta,1e-1,1,0.05,1
imagenet,resnet50,256,adadelta,1e-1,1,0.1,1
imagenet,resnet50,256,adadelta,1e-1,1,0.15,1
imagenet,resnet50,256,adadelta,1e-1,1,0.2,2
imagenet,resnet50,256,adadelta,1e-1,1,0.25,2
imagenet,resnet50,256,adadelta,1e-1,1,0.3,2
imagenet,resnet50,256,adadelta,1e-1,1,0.35,3
imagenet,resnet50,256,adadelta,1e-1,1,0.4,4
imagenet,resnet50,256,adadelta,1e-1,1,0.45,4
imagenet,resnet50,256,adadelta,1e-1,1,0.5,6
imagenet,resnet50,256,adadelta,1e-1,1,0.55,8
imagenet,resnet50,256,adadelta,1e-1,1,0.6,12
imagenet,resnet50,256,adadelta,1e-1,1,0.65,22
imagenet,resnet50,256,adadelta,1e-1,1,0.7,nan
imagenet,resnet50,256,adadelta,1e-1,1,0.75,nan
imagenet,resnet50,256,adadelta,1e-1,1,0.8,nan
imagenet,resnet50,256,adadelta,1e-1,1,0.85,nan
imagenet,resnet50,256,adadelta,1e-1,1,0.9,nan
imagenet,resnet50,256,adadelta,1e-1,1,0.95,nan
imagenet,resnet50,256,adadelta,1e-1,2,0.05,1
imagenet,resnet50,256,adadelta,1e-1,2,0.1,1
imagenet,resnet50,256,adadelta,1e-1,2,0.15,2
imagenet,resnet50,256,adadelta,1e-1,2,0.2,2
imagenet,resnet50,256,adadelta,1e-1,2,0.25,2
imagenet,resnet50,256,adadelta,1e-1,2,0.3,2
imagenet,resnet50,256,adadelta,1e-1,2,0.35,4
imagenet,resnet50,256,adadelta,1e-1,2,0.4,4
imagenet,resnet50,256,adadelta,1e-1,2,0.45,4
imagenet,resnet50,256,adadelta,1e-1,2,0.5,6
imagenet,resnet50,256,adadelta,1e-1,2,0.55,7
imagenet,resnet50,256,adadelta,1e-1,2,0.6,10
imagenet,resnet50,256,adadelta,1e-1,2,0.65,20
imagenet,resnet50,256,adadelta,1e-1,2,0.7,nan
imagenet,resnet50,256,adadelta,1e-1,2,0.75,nan
imagenet,resnet50,256,adadelta,1e-1,2,0.8,nan
imagenet,resnet50,256,adadelta,1e-1,2,0.85,nan
imagenet,resnet50,256,adadelta,1e-1,2,0.9,nan
imagenet,resnet50,256,adadelta,1e-1,2,0.95,nan
imagenet,resnet50,256,adadelta,1e-1,3,0.05,1
imagenet,resnet50,256,adadelta,1e-1,3,0.1,1
imagenet,resnet50,256,adadelta,1e-1,3,0.15,1
imagenet,resnet50,256,adadelta,1e-1,3,0.2,2
imagenet,resnet50,256,adadelta,1e-1,3,0.25,2
imagenet,resnet50,256,adadelta,1e-1,3,0.3,2
imagenet,resnet50,256,adadelta,1e-1,3,0.35,3
imagenet,resnet50,256,adadelta,1e-1,3,0.4,3
imagenet,resnet50,256,adadelta,1e-1,3,0.45,4
imagenet,resnet50,256,adadelta,1e-1,3,0.5,5
imagenet,resnet50,256,adadelta,1e-1,3,0.55,9
imagenet,resnet50,256,adadelta,1e-1,3,0.6,12
imagenet,resnet50,256,adadelta,1e-1,3,0.65,20
imagenet,resnet50,256,adadelta,1e-1,3,0.7,nan
imagenet,resnet50,256,adadelta,1e-1,3,0.75,nan
imagenet,resnet50,256,adadelta,1e-1,3,0.8,nan
imagenet,resnet50,256,adadelta,1e-1,3,0.85,nan
imagenet,resnet50,256,adadelta,1e-1,3,0.9,nan
imagenet,resnet50,256,adadelta,1e-1,3,0.95,nan
imagenet,resnet50,256,adadelta,1e-1,4,0.05,1
imagenet,resnet50,256,adadelta,1e-1,4,0.1,1
imagenet,resnet50,256,adadelta,1e-1,4,0.15,1
imagenet,resnet50,256,adadelta,1e-1,4,0.2,2
imagenet,resnet50,256,adadelta,1e-1,4,0.25,2
imagenet,resnet50,256,adadelta,1e-1,4,0.3,3
imagenet,resnet50,256,adadelta,1e-1,4,0.35,3
imagenet,resnet50,256,adadelta,1e-1,4,0.4,4
imagenet,resnet50,256,adadelta,1e-1,4,0.45,4
imagenet,resnet50,256,adadelta,1e-1,4,0.5,6
imagenet,resnet50,256,adadelta,1e-1,4,0.55,7
imagenet,resnet50,256,adadelta,1e-1,4,0.6,12
imagenet,resnet50,256,adadelta,1e-1,4,0.65,21
imagenet,resnet50,256,adadelta,1e-1,4,0.7,nan
imagenet,resnet50,256,adadelta,1e-1,4,0.75,nan
imagenet,resnet50,256,adadelta,1e-1,4,0.8,nan
imagenet,resnet50,256,adadelta,1e-1,4,0.85,nan
imagenet,resnet50,256,adadelta,1e-1,4,0.9,nan
imagenet,resnet50,256,adadelta,1e-1,4,0.95,nan
imagenet,resnet50,256,adadelta,1e-1,5,0.05,1
imagenet,resnet50,256,adadelta,1e-1,5,0.1,1
imagenet,resnet50,256,adadelta,1e-1,5,0.15,2
imagenet,resnet50,256,adadelta,1e-1,5,0.2,2
imagenet,resnet50,256,adadelta,1e-1,5,0.25,2
imagenet,resnet50,256,adadelta,1e-1,5,0.3,3
imagenet,resnet50,256,adadelta,1e-1,5,0.35,4
imagenet,resnet50,256,adadelta,1e-1,5,0.4,4
imagenet,resnet50,256,adadelta,1e-1,5,0.45,4
imagenet,resnet50,256,adadelta,1e-1,5,0.5,5
imagenet,resnet50,256,adadelta,1e-1,5,0.55,7
imagenet,resnet50,256,adadelta,1e-1,5,0.6,13
imagenet,resnet50,256,adadelta,1e-1,5,0.65,23
imagenet,resnet50,256,adadelta,1e-1,5,0.7,nan
imagenet,resnet50,256,adadelta,1e-1,5,0.75,nan
imagenet,resnet50,256,adadelta,1e-1,5,0.8,nan
imagenet,resnet50,256,adadelta,1e-1,5,0.85,nan
imagenet,resnet50,256,adadelta,1e-1,5,0.9,nan
imagenet,resnet50,256,adadelta,1e-1,5,0.95,nan
imagenet,resnet50,360,adadelta,1e-1,1,0.05,1
imagenet,resnet50,360,adadelta,1e-1,1,0.1,2
imagenet,resnet50,360,adadelta,1e-1,1,0.15,2
imagenet,resnet50,360,adadelta,1e-1,1,0.2,2
imagenet,resnet50,360,adadelta,1e-1,1,0.25,2
imagenet,resnet50,360,adadelta,1e-1,1,0.3,3
imagenet,resnet50,360,adadelta,1e-1,1,0.35,3
imagenet,resnet50,360,adadelta,1e-1,1,0.4,4
imagenet,resnet50,360,adadelta,1e-1,1,0.45,5
imagenet,resnet50,360,adadelta,1e-1,1,0.5,6
imagenet,resnet50,360,adadelta,1e-1,1,0.55,7
imagenet,resnet50,360,adadelta,1e-1,1,0.6,11
imagenet,resnet50,360,adadelta,1e-1,1,0.65,20
imagenet,resnet50,360,adadelta,1e-1,1,0.7,nan
imagenet,resnet50,360,adadelta,1e-1,1,0.75,nan
imagenet,resnet50,360,adadelta,1e-1,1,0.8,nan
imagenet,resnet50,360,adadelta,1e-1,1,0.85,nan
imagenet,resnet50,360,adadelta,1e-1,1,0.9,nan
imagenet,resnet50,360,adadelta,1e-1,1,0.95,nan
imagenet,resnet50,360,adadelta,1e-1,2,0.05,1
imagenet,resnet50,360,adadelta,1e-1,2,0.1,1
imagenet,resnet50,360,adadelta,1e-1,2,0.15,1
imagenet,resnet50,360,adadelta,1e-1,2,0.2,2
imagenet,resnet50,360,adadelta,1e-1,2,0.25,2
imagenet,resnet50,360,adadelta,1e-1,2,0.3,2
imagenet,resnet50,360,adadelta,1e-1,2,0.35,3
imagenet,resnet50,360,adadelta,1e-1,2,0.4,4
imagenet,resnet50,360,adadelta,1e-1,2,0.45,5
imagenet,resnet50,360,adadelta,1e-1,2,0.5,6
imagenet,resnet50,360,adadelta,1e-1,2,0.55,9
imagenet,resnet50,360,adadelta,1e-1,2,0.6,11
imagenet,resnet50,360,adadelta,1e-1,2,0.65,22
imagenet,resnet50,360,adadelta,1e-1,2,0.7,nan
imagenet,resnet50,360,adadelta,1e-1,2,0.75,nan
imagenet,resnet50,360,adadelta,1e-1,2,0.8,nan
