dataset,network,batch_size,optimizer,power_limit,time_per_epoch,average_power
librispeech,deepspeech2,72,adamw,125,6915.71,111.85452918536609
librispeech,deepspeech2,72,adamw,150,6264.26,128.07245518542467
librispeech,deepspeech2,72,adamw,175,6073.4,140.19581247596335
librispeech,deepspeech2,72,adamw,200,5804.6,154.60997535923147
librispeech,deepspeech2,72,adamw,225,5713.96,172.7356009106622
librispeech,deepspeech2,72,adamw,250,5555.0,187.22044244251265
librispeech,deepspeech2,8,adamw,100,15871.65,95.76043174666249
librispeech,deepspeech2,8,adamw,125,14858.55,113.31499789095035
librispeech,deepspeech2,8,adamw,150,14110.58,134.50035945492948
librispeech,deepspeech2,8,adamw,175,13712.88,146.91193681477702
librispeech,deepspeech2,8,adamw,200,13712.37,155.657326578205
librispeech,deepspeech2,8,adamw,225,13800.269999999999,156.77202796945534
librispeech,deepspeech2,8,adamw,250,13682.15,164.8157843522085
librispeech,deepspeech2,96,adamw,100,7784.27,102.08573066914018
librispeech,deepspeech2,96,adamw,125,6806.389999999999,106.5534706143927
librispeech,deepspeech2,96,adamw,150,6272.77,117.68112792150215
librispeech,deepspeech2,96,adamw,175,5991.5599999999995,132.57977682980592
librispeech,deepspeech2,96,adamw,200,5839.41,144.90478651504185
librispeech,deepspeech2,96,adamw,225,5613.11,162.86934932032054
librispeech,deepspeech2,96,adamw,250,5557.48,175.46672763221105
movielens-1m,ncf,1024,adam,100,19.138333333333335,37.60080052610136
movielens-1m,ncf,1024,adam,125,19.53833333333333,36.449755207016295
movielens-1m,ncf,1024,adam,150,19.246666666666666,37.589143661984096
movielens-1m,ncf,1024,adam,175,20.541666666666668,37.83482612344621
movielens-1m,ncf,1024,adam,200,20.271666666666665,38.807193780880006
movielens-1m,ncf,1024,adam,225,19.033333333333335,37.62979167671047
movielens-1m,ncf,1024,adam,250,19.298333333333336,38.031461503088636
movielens-1m,ncf,128,adam,100,135.06,38.85340085914248
movielens-1m,ncf,128,adam,125,121.215,38.28481899718216
movielens-1m,ncf,128,adam,150,114.29499999999999,37.67023572615082
movielens-1m,ncf,128,adam,175,118.305,38.601933658757474
movielens-1m,ncf,128,adam,200,130.01999999999998,39.080863597433556
movielens-1m,ncf,128,adam,225,133.755,37.62705054704076
movielens-1m,ncf,128,adam,250,119.125,38.41116314524264
movielens-1m,ncf,16,adam,100,1025.695,39.03968630958829
movielens-1m,ncf,16,adam,125,917.065,38.30766202212313
movielens-1m,ncf,16,adam,150,894.6099999999999,38.20520271957027
movielens-1m,ncf,16,adam,175,886.24,37.72657016150304
movielens-1m,ncf,16,adam,200,986.01,37.82479497535078
movielens-1m,ncf,16,adam,225,941.485,38.132878967071974
movielens-1m,ncf,16,adam,250,998.48,39.03788655331271
movielens-1m,ncf,16384,adam,100,7.162000000000001,35.5188983162782
movielens-1m,ncf,16384,adam,125,7.127,37.56121305453829
movielens-1m,ncf,16384,adam,150,7.0550000000000015,34.75158532315594
movielens-1m,ncf,16384,adam,175,7.018000000000001,36.2457407270818
movielens-1m,ncf,16384,adam,200,7.022000000000001,36.266453662121016
movielens-1m,ncf,16384,adam,225,7.045999999999999,35.99735650484477
movielens-1m,ncf,16384,adam,250,7.093000000000001,36.21886117217919
movielens-1m,ncf,2048,adam,100,12.048333333333334,36.06772068657283
movielens-1m,ncf,2048,adam,125,12.773333333333333,37.08555713888896
movielens-1m,ncf,2048,adam,150,12.168333333333331,37.55478695572698
movielens-1m,ncf,2048,adam,175,12.479999999999999,38.906475329900935
movielens-1m,ncf,2048,adam,200,12.783333333333333,37.11024576643775
movielens-1m,ncf,2048,adam,225,12.181666666666665,37.59302204748289
movielens-1m,ncf,2048,adam,250,12.058333333333335,38.98019407385151
movielens-1m,ncf,256,adam,100,61.155,38.35924901770491
movielens-1m,ncf,256,adam,125,60.458333333333336,38.1037488377649
movielens-1m,ncf,256,adam,150,61.75666666666668,38.38345181702742
movielens-1m,ncf,256,adam,175,61.33500000000001,37.23385059241726
movielens-1m,ncf,256,adam,200,60.535000000000004,38.4708835456548
movielens-1m,ncf,256,adam,225,61.279999999999994,37.88980024409863
movielens-1m,ncf,256,adam,250,64.70166666666667,40.108895567685465
movielens-1m,ncf,32,adam,100,462.45,38.39212420713479
movielens-1m,ncf,32,adam,125,444.405,37.614485640536856
movielens-1m,ncf,32,adam,150,503.94500000000005,37.61301841534065
movielens-1m,ncf,32,adam,175,451.39,38.22124158852404
movielens-1m,ncf,32,adam,200,518.71,38.84020191013061
movielens-1m,ncf,32,adam,225,448.615,38.516642850172865
movielens-1m,ncf,32,adam,250,443.875,37.64139491349574
movielens-1m,ncf,4,adam,100,3600.575,38.79381796059013
movielens-1m,ncf,4,adam,125,4125.335,37.704436692989205
movielens-1m,ncf,4,adam,150,3521.045,38.75046095318982
movielens-1m,ncf,4,adam,175,3473.67,37.8657662729297
movielens-1m,ncf,4,adam,200,4047.545,39.07885298768096
movielens-1m,ncf,4,adam,225,3525.29,38.53289986497441
movielens-1m,ncf,4,adam,250,3971.85,37.89000618498587
movielens-1m,ncf,4096,adam,100,10.106,36.131408137034235
movielens-1m,ncf,4096,adam,125,10.557,36.85566367580772
movielens-1m,ncf,4096,adam,150,10.312999999999999,35.6976493533894
movielens-1m,ncf,4096,adam,175,10.032,37.20705871812893
movielens-1m,ncf,4096,adam,200,10.592000000000002,36.81123840297867
movielens-1m,ncf,4096,adam,225,10.144,36.90495998877976
movielens-1m,ncf,4096,adam,250,10.221,38.15929399491127
movielens-1m,ncf,512,adam,100,33.60666666666666,37.73105193215401
movielens-1m,ncf,512,adam,125,34.33166666666666,37.88829179466755
movielens-1m,ncf,512,adam,150,33.578333333333326,36.829928517078166
movielens-1m,ncf,512,adam,175,32.95666666666667,38.12030302455708
movielens-1m,ncf,512,adam,200,33.96333333333334,37.46775336710122
movielens-1m,ncf,512,adam,225,35.078333333333326,39.75838022554617
movielens-1m,ncf,512,adam,250,33.7,37.626287837920856
movielens-1m,ncf,64,adam,100,262.16999999999996,37.08256422021655
movielens-1m,ncf,64,adam,125,237.38,38.47495343383929
movielens-1m,ncf,64,adam,150,250.54,38.97381717436263
movielens-1m,ncf,64,adam,175,238.525,38.311515999844715
movielens-1m,ncf,64,adam,200,224.32999999999998,37.62163577059987
movielens-1m,ncf,64,adam,225,235.05499999999998,38.07064687152875
movielens-1m,ncf,64,adam,250,262.105,37.56220313717293
movielens-1m,ncf,8,adam,100,1767.5149999999999,38.365383752525126
movielens-1m,ncf,8,adam,125,1753.6,37.858396226256666
movielens-1m,ncf,8,adam,150,1975.6399999999999,39.21883699330507
movielens-1m,ncf,8,adam,175,1807.5299999999997,38.845211078118226
movielens-1m,ncf,8,adam,200,1817.88,38.66066589016904
movielens-1m,ncf,8,adam,225,1739.28,37.43042641376145
movielens-1m,ncf,8,adam,250,2014.5349999999999,37.848530541021766
movielens-1m,ncf,8192,adam,100,7.843000000000001,36.37666658382117
movielens-1m,ncf,8192,adam,125,7.750000000000002,35.64584474093494
movielens-1m,ncf,8192,adam,150,8.074000000000002,36.69827605782923
movielens-1m,ncf,8192,adam,175,7.971000000000001,37.12997625571135
movielens-1m,ncf,8192,adam,200,7.947,38.53231993863355
movielens-1m,ncf,8192,adam,225,8.028000000000002,36.43067890827762
movielens-1m,ncf,8192,adam,250,8.171000000000001,36.78650822282658
squad,bert_base_uncased,12,adamw,100,3007.61,99.800457252149
squad,bert_base_uncased,12,adamw,125,2314.95,122.22214854953695
squad,bert_base_uncased,12,adamw,150,1928.18,145.61765344723702
squad,bert_base_uncased,12,adamw,175,1782.84,168.21523681060094
squad,bert_base_uncased,12,adamw,200,1704.2,187.38376165002543
