location,timestamp,duration,value,hist
MISO_MASON_CITY,2022-10-21T12:20:00+00:00,30,710.9786778863333,611.215718575
MISO_MASON_CITY,2022-10-21T12:50:00+00:00,30,710.8891074204445,609.2501516383334
MISO_MASON_CITY,2022-10-21T13:20:00+00:00,30,710.5186902626667,609.4769478233334
MISO_MASON_CITY,2022-10-21T13:50:00+00:00,30,708.6646480613333,613.25688424
MISO_MASON_CITY,2022-10-21T14:20:00+00:00,30,708.5990251906667,620.8923558016667
MISO_MASON_CITY,2022-10-21T14:50:00+00:00,30,707.9638740582777,619.833973605
MISO_MASON_CITY,2022-10-21T15:20:00+00:00,30,707.2553390041667,619.9851710616667
MISO_MASON_CITY,2022-10-21T15:50:00+00:00,30,707.5600225507777,618.1708015816669
MISO_MASON_CITY,2022-10-21T16:20:00+00:00,30,706.4037182220554,618.1708015816666
MISO_MASON_CITY,2022-10-21T16:50:00+00:00,30,704.766367151,618.019604125
MISO_MASON_CITY,2022-10-21T17:20:00+00:00,30,700.7479975870001,615.298049905
MISO_MASON_CITY,2022-10-21T17:50:00+00:00,30,699.5575575529999,614.8444575350001
MISO_MASON_CITY,2022-10-21T18:20:00+00:00,30,699.3892045743889,616.7344257433332
MISO_MASON_CITY,2022-10-21T18:50:00+00:00,30,699.2047850202778,616.3564321016665
MISO_MASON_CITY,2022-10-21T19:20:00+00:00,30,699.3941878889444,617.3392155700001
MISO_MASON_CITY,2022-10-21T19:50:00+00:00,30,701.7176767835001,614.3152664366667
MISO_MASON_CITY,2022-10-21T20:20:00+00:00,30,702.8789921120001,611.3669160316667
MISO_MASON_CITY,2022-10-21T20:50:00+00:00,30,701.0229934982779,610.762126205
MISO_MASON_CITY,2022-10-21T21:20:00+00:00,30,700.0713557461667,615.9028397316667
MISO_MASON_CITY,2022-10-21T21:50:00+00:00,30,700.3582562424444,616.5832282866667
MISO_MASON_CITY,2022-10-21T22:20:00+00:00,30,702.2292878552222,619.1535850500001
MISO_MASON_CITY,2022-10-21T22:50:00+00:00,30,708.805574353,622.2531329116667
MISO_MASON_CITY,2022-10-21T23:20:00+00:00,30,717.0113401301111,624.7478909466668
MISO_MASON_CITY,2022-10-21T23:50:00+00:00,30,717.1386638184445,628.5278273633334
MISO_MASON_CITY,2022-10-22T00:20:00+00:00,30,708.0923789767778,631.0981841266666
MISO_MASON_CITY,2022-10-22T00:50:00+00:00,30,713.9635633702221,634.0465345316667
MISO_MASON_CITY,2022-10-22T01:20:00+00:00,30,713.5315930486111,635.709706555
MISO_MASON_CITY,2022-10-22T01:50:00+00:00,30,711.7951478437222,636.2388976533333
MISO_MASON_CITY,2022-10-22T02:20:00+00:00,30,702.5933282159446,638.431260775
MISO_MASON_CITY,2022-10-22T02:50:00+00:00,30,684.4997341845001,644.327961585
MISO_MASON_CITY,2022-10-22T03:20:00+00:00,30,650.4515785486667,650.678254765
MISO_MASON_CITY,2022-10-22T03:50:00+00:00,30,642.2101728436667,648.18349673
MISO_MASON_CITY,2022-10-22T04:20:00+00:00,30,641.6782593790556,654.9117835516666
MISO_MASON_CITY,2022-10-22T04:50:00+00:00,30,630.2565853439444,652.7950191583334
MISO_MASON_CITY,2022-10-22T05:20:00+00:00,30,643.0347176163889,644.7059552266667
MISO_MASON_CITY,2022-10-22T05:50:00+00:00,30,630.3899812933889,641.5308086366666
MISO_MASON_CITY,2022-10-22T06:20:00+00:00,30,640.8343165927222,654.0045988116667
MISO_MASON_CITY,2022-10-22T06:50:00+00:00,30,643.3233069025555,651.8878344183333
MISO_MASON_CITY,2022-10-22T07:20:00+00:00,30,634.1455548387222,647.8055030883334
MISO_MASON_CITY,2022-10-22T07:50:00+00:00,30,628.1836187491112,648.5614903716667
MISO_MASON_CITY,2022-10-22T08:20:00+00:00,30,633.1646908692778,636.9192862083333
MISO_MASON_CITY,2022-10-22T08:50:00+00:00,30,629.9997139325,627.3938464383333
MISO_MASON_CITY,2022-10-22T09:20:00+00:00,30,636.2483659510555,633.3661459766666
MISO_MASON_CITY,2022-10-22T09:50:00+00:00,30,631.9409087693333,633.895337075
MISO_MASON_CITY,2022-10-22T10:20:00+00:00,30,640.8707224745,636.163298925
MISO_MASON_CITY,2022-10-22T10:50:00+00:00,30,659.8660103715,623.009120195
MISO_MASON_CITY,2022-10-22T11:20:00+00:00,30,686.8667255698889,608.6453618116666
MISO_MASON_CITY,2022-10-22T11:50:00+00:00,30,692.8247765198888,611.3669160316667
MISO_MASON_CITY,2022-10-22T12:20:00+00:00,30,711.8546615398889,609.0989541816666
MISO_MASON_CITY,2022-10-22T12:50:00+00:00,30,686.9838611484445,606.4529986900001
MISO_MASON_CITY,2022-10-22T13:20:00+00:00,30,697.537977023,609.2501516383333
MISO_MASON_CITY,2022-10-22T13:50:00+00:00,30,698.8444544603889,619.1535850500001
MISO_MASON_CITY,2022-10-22T14:20:00+00:00,30,705.4107005018889,627.4694451666668
MISO_MASON_CITY,2022-10-22T14:50:00+00:00,30,703.5768130396667,618.6243939516667
MISO_MASON_CITY,2022-10-22T15:20:00+00:00,30,701.8523093333334,614.4664638933334
MISO_MASON_CITY,2022-10-22T15:50:00+00:00,30,701.1844990333889,617.566011755
MISO_MASON_CITY,2022-10-22T16:20:00+00:00,30,700.5079494763335,614.9956549916667
MISO_MASON_CITY,2022-10-22T16:50:00+00:00,30,699.8668737366111,613.71047661
MISO_MASON_CITY,2022-10-22T17:20:00+00:00,30,697.7108149847778,609.3257503666666
MISO_MASON_CITY,2022-10-22T17:50:00+00:00,30,697.7225811442777,610.3085338349999
MISO_MASON_CITY,2022-10-22T18:20:00+00:00,30,698.0606898122778,622.9335214666667
MISO_MASON_CITY,2022-10-22T18:50:00+00:00,30,698.790210158111,636.9192862083333
MISO_MASON_CITY,2022-10-22T19:20:00+00:00,30,699.1813449848889,640.3968277116667
MISO_MASON_CITY,2022-10-22T19:50:00+00:00,30,700.7939732785001,638.9604518733333
MISO_MASON_CITY,2022-10-22T20:20:00+00:00,30,701.287662874389,630.6445917566666
MISO_MASON_CITY,2022-10-22T20:50:00+00:00,30,700.3922627505,628.3766299066666
MISO_MASON_CITY,2022-10-22T21:20:00+00:00,30,700.0921656988888,625.730674415
MISO_MASON_CITY,2022-10-22T21:50:00+00:00,30,700.5691335057778,625.2014833166667
MISO_MASON_CITY,2022-10-22T22:20:00+00:00,30,699.7147626722777,613.030088055
MISO_MASON_CITY,2022-10-22T22:50:00+00:00,30,706.9310082781111,611.89610713
MISO_MASON_CITY,2022-10-22T23:20:00+00:00,30,716.80725494,616.3564321016667
MISO_MASON_CITY,2022-10-22T23:50:00+00:00,30,711.3511345118333,628.452228635
MISO_MASON_CITY,2022-10-23T00:20:00+00:00,30,705.8060803745556,641.0772162666666
MISO_MASON_CITY,2022-10-23T00:50:00+00:00,30,709.4095336270556,648.9394840133334
MISO_MASON_CITY,2022-10-23T01:20:00+00:00,30,709.4860090497223,651.4342420483333
MISO_MASON_CITY,2022-10-23T01:50:00+00:00,30,699.7203642870555,654.2313949966666
MISO_MASON_CITY,2022-10-23T02:20:00+00:00,30,696.405251155,669.5779368483334
MISO_MASON_CITY,2022-10-23T02:50:00+00:00,30,670.3311740802778,675.4746376583333
MISO_MASON_CITY,2022-10-23T03:20:00+00:00,30,661.4186266373333,680.388555
MISO_MASON_CITY,2022-10-23T03:50:00+00:00,30,632.7571849311112,644.9327514116667
MISO_MASON_CITY,2022-10-23T04:20:00+00:00,30,608.8557868852779,658.0869301416667
MISO_MASON_CITY,2022-10-23T04:50:00+00:00,30,586.2429078876668,654.6093886383334
MISO_MASON_CITY,2022-10-23T05:20:00+00:00,30,629.5351121285555,606.2262025050001
MISO_MASON_CITY,2022-10-23T05:50:00+00:00,30,598.6798215345,579.23745649
MISO_MASON_CITY,2022-10-23T06:20:00+00:00,30,613.7487650772223,573.6431505933333
MISO_MASON_CITY,2022-10-23T06:50:00+00:00,30,608.9942215196111,548.4687740583333
MISO_MASON_CITY,2022-10-23T07:20:00+00:00,30,601.4690842347223,586.8729280516667
MISO_MASON_CITY,2022-10-23T07:50:00+00:00,30,583.7713038088889,565.17609302
