dataset,network,batch_size,optimizer,power_limit,time_per_epoch,average_power
squad,bert_base_uncased,12,adamw,125,2285.5550000000003,122.9550021098102
squad,bert_base_uncased,12,adamw,150,1510.0900000000001,144.9672607817617
squad,bert_base_uncased,12,adamw,175,1138.025,166.4177039722303
squad,bert_base_uncased,12,adamw,200,1043.29,188.5978717104633
squad,bert_base_uncased,12,adamw,225,978.485,210.6125535477686
squad,bert_base_uncased,12,adamw,250,946.56,231.30846378130605
squad,bert_base_uncased,12,adamw,275,939.29,249.38329891714744
squad,bert_base_uncased,12,adamw,300,932.2750000000001,265.3725558568843
squad,bert_base_uncased,16,adamw,100,3748.2749999999996,107.07366671614776
squad,bert_base_uncased,16,adamw,125,2276.835,122.75041032510705
squad,bert_base_uncased,16,adamw,150,1546.145,145.23244169336448
squad,bert_base_uncased,16,adamw,175,1203.685,166.9826623158823
squad,bert_base_uncased,16,adamw,200,1015.51,187.8225334756987
squad,bert_base_uncased,16,adamw,225,977.725,210.63253574815704
squad,bert_base_uncased,16,adamw,250,947.02,232.2929564771949
squad,bert_base_uncased,16,adamw,275,939.03,250.8276149743023
squad,bert_base_uncased,16,adamw,300,921.6200000000001,265.7286097267251
squad,bert_base_uncased,24,adamw,100,3643.41,105.30899088314709
squad,bert_base_uncased,24,adamw,125,2377.1800000000003,122.8206048802536
squad,bert_base_uncased,24,adamw,150,1582.62,145.53911012366092
squad,bert_base_uncased,24,adamw,175,1194.22,166.95738408167853
squad,bert_base_uncased,24,adamw,200,1008.76,188.08606418019008
squad,bert_base_uncased,24,adamw,225,947.255,209.05638229145535
squad,bert_base_uncased,24,adamw,250,925.3900000000001,232.49746446596512
squad,bert_base_uncased,24,adamw,275,913.6800000000001,252.39769173287502
squad,bert_base_uncased,24,adamw,300,910.12,267.43701639013966
squad,bert_base_uncased,32,adamw,100,3699.825,105.92516256887322
squad,bert_base_uncased,32,adamw,125,2381.7300000000005,122.92829807567213
squad,bert_base_uncased,32,adamw,150,1586.2199999999998,145.38846009205324
squad,bert_base_uncased,32,adamw,175,1156.77,167.1395214059152
squad,bert_base_uncased,32,adamw,200,1028.0900000000001,188.62393516785903
squad,bert_base_uncased,32,adamw,225,967.36,210.01073696166728
squad,bert_base_uncased,32,adamw,250,934.875,232.08614959795122
squad,bert_base_uncased,32,adamw,275,913.3299999999999,251.16686363579024
squad,bert_base_uncased,32,adamw,300,909.465,266.95718052511666
squad,bert_base_uncased,48,adamw,100,3714.9049999999997,108.16625291628283
squad,bert_base_uncased,48,adamw,125,2576.71,122.79427585742853
squad,bert_base_uncased,48,adamw,150,1654.28,145.39809076704742
squad,bert_base_uncased,48,adamw,175,1237.655,167.4131624561109
squad,bert_base_uncased,48,adamw,200,1026.96,188.02958475126198
squad,bert_base_uncased,48,adamw,225,991.2049999999999,210.14962522107083
squad,bert_base_uncased,48,adamw,250,956.42,231.29452821377993
squad,bert_base_uncased,48,adamw,275,947.38,250.7279680834127
squad,bert_base_uncased,48,adamw,300,927.5799999999999,268.4100429025703
squad,bert_base_uncased,56,adamw,100,3637.4349999999995,110.9891957535344
squad,bert_base_uncased,56,adamw,125,2564.9049999999997,122.6799363077982
squad,bert_base_uncased,56,adamw,150,1693.455,145.8412048879178
squad,bert_base_uncased,56,adamw,175,1215.8400000000001,167.1079238492263
squad,bert_base_uncased,56,adamw,200,1056.1399999999999,189.01737444115673
squad,bert_base_uncased,56,adamw,225,986.395,209.58680941883492
squad,bert_base_uncased,56,adamw,250,969.365,230.91524824869285
squad,bert_base_uncased,56,adamw,275,942.395,251.88362868935198
squad,bert_base_uncased,56,adamw,300,937.4649999999999,269.20181803071
squad,bert_base_uncased,72,adamw,100,3734.2850000000003,110.49720447630658
squad,bert_base_uncased,72,adamw,125,2614.6400000000003,123.16308020246083
squad,bert_base_uncased,72,adamw,150,1777.27,145.78344735696712
squad,bert_base_uncased,72,adamw,175,1314.69,167.17657511353679
squad,bert_base_uncased,72,adamw,200,1053.325,188.5036970399153
squad,bert_base_uncased,72,adamw,225,1014.31,210.55278358123087
squad,bert_base_uncased,72,adamw,250,971.86,230.85679085530342
squad,bert_base_uncased,72,adamw,275,955.125,252.00943160185403
squad,bert_base_uncased,72,adamw,300,954.6700000000001,266.4075087666056
