time,energy
3.456,5736.362622327515
3.455,5735.924389928779
3.454,5735.486157530042
3.4530000000000003,5735.047925131306
3.452,5734.609692732569
3.451,5734.171460333833
3.45,5733.733227935096
3.4490000000000003,5733.310112656802
3.448,5732.886997378506
3.447,5732.46388210021
3.446,5732.040766821915
3.4450000000000003,5731.61765154362
3.444,5731.194536265324
3.443,5730.771420987028
3.442,5730.3638124403205
3.4410000000000003,5729.956203893613
3.44,5729.548595346904
3.439,5729.140986800196
3.438,5728.733378253488
3.4370000000000003,5728.325769706778
3.436,5727.918161160071
3.435,5727.510552613362
3.434,5727.102944066653
3.4330000000000003,5726.695335519946
3.432,5726.287726973238
3.431,5725.880118426529
3.43,5725.478814604348
3.4290000000000003,5725.077510782168
3.428,5724.676206959986
3.427,5724.274903137806
3.426,5723.873599315624
3.4250000000000003,5723.472295493444
3.424,5723.070991671262
3.423,5722.669687849082
3.422,5722.268384026902
3.4210000000000003,5721.867080204722
3.42,5721.46577638254
3.419,5721.06447256036
3.418,5720.663471868851
3.4170000000000003,5720.262471177342
3.416,5719.861470485834
3.415,5719.460469794325
3.414,5719.059469102816
3.4130000000000003,5718.658468411308
3.412,5718.257467719799
3.411,5717.856868711351
3.41,5717.456269702903
3.4090000000000003,5717.055670694454
3.408,5716.655071686006
3.407,5716.254472677558
3.406,5715.85387366911
3.4050000000000002,5715.453274660662
3.404,5715.0732392443915
3.403,5714.693203828121
3.402,5714.313168411852
3.4010000000000002,5713.933132995582
3.4,5713.553097579312
3.399,5713.173062163041
3.398,5712.793026746772
3.3970000000000002,5712.412991330501
3.396,5712.03295591423
3.395,5711.652920497961
3.394,5711.27288508169
3.3930000000000002,5710.89284966542
3.392,5710.51682779136
3.391,5710.1408059173
3.39,5709.76478404324
3.3890000000000002,5709.38876216918
3.388,5709.01274029512
3.387,5708.63671842106
3.386,5708.260696547
3.3850000000000002,5707.891018790457
3.384,5707.521341033911
3.383,5707.151663277367
3.382,5706.781985520824
3.3810000000000002,5706.41230776428
3.38,5706.042630007734
3.379,5705.6729522511905
3.378,5705.303274494647
3.3770000000000002,5704.933596738103
3.376,5704.563918981557
3.375,5704.194241225014
3.374,5703.82456346847
3.373,5703.46679827138
3.372,5703.109033074291
3.371,5702.751267877202
3.37,5702.393502680112
3.369,5702.035737483022
3.368,5701.677972285934
3.367,5701.320207088844
3.366,5700.963129091799
3.365,5700.606051094753
3.364,5700.248973097707
3.363,5699.891895100662
3.362,5699.534817103617
3.361,5699.177739106572
3.36,5698.820661109525
3.359,5698.46358311248
3.358,5698.1065051154355
3.357,5697.7494271183905
3.356,5697.3923491213445
3.355,5697.0352711242995
3.354,5696.686075875558
3.353,5696.336880626816
3.352,5695.987685378073
3.351,5695.638490129332
3.35,5695.28929488059
3.349,5694.940099631848
3.348,5694.590904383106
3.347,5694.25860695023
3.346,5693.926309517354
3.345,5693.594012084479
3.344,5693.261714651602
3.343,5692.929417218727
3.342,5692.597119785851
3.341,5692.264822352976
3.34,5691.932524920099
3.339,5691.600227487223
3.338,5691.267930054347
3.337,5690.935632621471
3.336,5690.603335188594
3.335,5690.2770898735735
3.334,5689.9508445585525
3.333,5689.624599243532
3.332,5689.298353928511
3.331,5688.9721086134905
3.33,5688.645863298469
3.329,5688.319617983449
3.3280000000000003,5687.993372668427
3.327,5687.667127353406
3.326,5687.340882038385
3.325,5687.014636723363
3.3240000000000003,5686.688391408341
3.323,5686.368478166791
3.322,5686.0485649252405
3.321,5685.728651683689
3.3200000000000003,5685.408738442139
3.319,5685.088825200588
3.318,5684.768911959038
3.317,5684.448998717487
3.3160000000000003,5684.141440940815
3.315,5683.833883164143
3.314,5683.526325387473
3.313,5683.218767610801
3.3120000000000003,5682.91120983413
3.311,5682.603652057458
3.31,5682.296094280787
3.309,5681.990545340612
3.3080000000000003,5681.684996400436
3.307,5681.379447460261
3.306,5681.073898520086
3.305,5680.76834957991
3.3040000000000003,5680.462800639734
3.303,5680.157251699559
3.302,5679.851702759384
3.301,5679.546153819209
3.3000000000000003,5679.240604879034
3.299,5678.9350559388595
3.298,5678.6295069986845
3.297,5678.341555881891
3.2960000000000003,5678.053604765097
3.295,5677.765653648303
3.294,5677.477702531509
3.293,5677.189751414715
3.2920000000000003,5676.901800297921
3.291,5676.613849181127
3.29,5676.337172943642
3.289,5676.060496706157
3.2880000000000003,5675.783820468672
3.287,5675.507144231187
3.286,5675.230467993702
3.285,5674.9537917562175
3.2840000000000003,5674.6771155187325
3.283,5674.400439281248
3.282,5674.123763043763
3.281,5673.847086806277
3.2800000000000002,5673.570410568791
3.279,5673.293734331306
3.278,5673.017221093273
3.277,5672.7407078552405
3.2760000000000002,5672.464194617209
3.275,5672.187681379175
3.274,5671.911168141143
3.273,5671.63465490311
3.2720000000000002,5671.358141665078
3.271,5671.081628427044
3.27,5670.805115189012
3.269,5670.52860195098
3.2680000000000002,5670.2520887129485
3.267,5669.975575474915
3.266,5669.722511905696
3.265,5669.469448336476
3.2640000000000002,5669.2163847672555
3.263,5668.963321198035
3.262,5668.710257628815
3.261,5668.457194059595
3.2600000000000002,5668.204130490375
3.259,5667.9548763158455
3.258,5667.705622141317
3.257,5667.456367966787
3.2560000000000002,5667.207113792258
3.255,5666.957859617729
3.254,5666.708605443199
3.253,5666.45935126867
3.2520000000000002,5666.213840636289
3.251,5665.968330003908
3.25,5665.722819371526
3.249,5665.477308739146
3.248,5665.2317981067645
3.247,5664.986287474383
3.246,5664.740776842002
3.245,5664.495266209621
3.244,5664.249755577241
3.243,5664.004244944859
