time,energy
18.808,37990.33512837574
18.807000000000002,37989.89852730464
18.806,37989.46192623355
18.805,37989.025325162445
18.804000000000002,37988.58872409135
18.803,37988.15212302025
18.802,37987.715521949154
18.801000000000002,37987.27892087805
18.8,37986.86579093135
18.799,37986.452660984636
18.798000000000002,37986.03953103794
18.797,37985.62640109123
18.796,37985.21327114452
18.795,37984.80014119782
18.794,37984.387011251114
18.793,37983.97388130441
18.792,37983.57312085319
18.791,37983.172360401964
18.79,37982.77743005536
18.789,37982.38249970876
18.788,37981.98756936216
18.787,37981.59263901556
18.786,37981.19770866896
18.785,37980.80277832235
18.784,37980.40784797575
18.783,37980.01291762915
18.782,37979.61928826815
18.781,37979.22565890714
18.78,37978.83498127014
18.779,37978.444303633136
18.778,37978.05362599614
18.777,37977.66294835914
18.776,37977.27227072214
18.775000000000002,37976.88159308514
18.774,37976.49091544814
18.773,37976.10023781114
18.772000000000002,37975.73384686795
18.771,37975.36745592477
18.77,37975.00119983887
18.769000000000002,37974.63494375298
18.768,37974.26868766708
18.767,37973.902431581184
18.766000000000002,37973.53617549529
18.765,37973.169919409396
18.764,37972.8036633235
18.763,37972.43740723761
18.762,37972.078204364625
18.761,37971.71900149165
18.76,37971.3732098606
18.759,37971.02741822954
18.758,37970.68162659849
18.757,37970.33583496744
18.756,37969.99004333638
18.755,37969.64425170532
18.754,37969.29846007427
18.753,37968.95266844322
18.752,37968.61297586755
18.751,37968.273283291885
18.75,37967.93359071622
18.749,37967.59389814054
18.748,37967.254205564874
18.747,37966.914512989206
18.746,37966.57482041354
18.745,37966.23512783787
18.744,37965.89866843997
18.743000000000002,37965.562209042066
18.742,37965.25099926385
18.741,37964.93978948562
18.740000000000002,37964.6289902457
18.739,37964.31819100577
18.738,37964.00739176584
18.737000000000002,37963.696592525914
18.736,37963.38579328598
18.735,37963.07499404605
18.734,37962.76419480613
18.733,37962.4533955662
18.732,37962.14982711699
18.731,37961.84625866779
18.73,37961.55841211436
18.729,37961.27056556093
18.728,37960.9827190075
18.727,37960.69487245407
18.726,37960.40702590064
18.725,37960.11917934722
18.724,37959.83133279379
18.723,37959.54348624036
18.722,37959.26411450543
18.721,37958.9847427705
18.72,37958.70537103557
18.719,37958.42599930064
18.718,37958.146627565715
18.717,37957.86725583079
18.716,37957.58788409586
18.715,37957.308512360934
18.714,37957.04108686712
18.713,37956.78530229032
18.712,37956.54011449591
18.711000000000002,37956.2949267015
18.71,37956.06721770345
18.709,37955.84770081602
18.708000000000002,37955.628183928595
18.707,37955.408667041156
18.706,37955.189150153725
18.705000000000002,37954.96963326629
18.704,37954.75011637887
18.703,37954.53059949143
18.702,37954.311082604
18.701,37954.10307694636
18.7,37953.895071288716
18.699,37953.69098914652
18.698,37953.499212797746
18.697,37953.315147160305
18.696,37953.134536142505
18.695,37952.96697378292
18.694,37952.79941142333
18.693,37952.660469857336
18.692,37952.52152829135
18.691,37952.38258672535
18.69,37952.24364515936
18.689,37952.104703593366
18.688,37951.96576202737
18.687,37951.826820461385
18.686,37951.68787889539
18.685,37951.54893860208
18.684,37951.412831448615
18.683,37951.27814386491
18.682000000000002,37951.15457199376
18.681,37951.0310001226
18.68,37950.91314417734
18.679000000000002,37950.82107774485
18.678,37950.73767084527
18.677,37950.66194776898
18.676000000000002,37950.5862246927
18.675,37950.51462271505
18.674,37950.45337250238
18.673000000000002,37950.409446510224
18.672,37950.36552051806
18.671,37950.32159452591
18.67,37950.27766853375
18.669,37950.2337425416
18.668,37950.18981654944
18.667,37950.14589055729
18.666,37950.101964565125
18.665,37950.069476176905
18.664,37950.04398013126
18.663,37950.02030255963
18.662,37949.99662498799
18.661,37949.98518954747
18.66,37949.97578535704
18.659,37949.967850031215
18.658,37949.96805550772
18.657,37949.9788577666
18.656,37949.98966002548
18.655,37950.00046228436
18.654,37950.011264543245
18.653,37950.02206680212
18.652,37950.05050358883
18.651,37950.083436315566
18.650000000000002,37950.11636904231
18.649,37950.1496236109
18.648,37950.1877642037
18.647000000000002,37950.23172083772
18.646,37950.28245420267
18.645,37950.34855320639
18.644000000000002,37950.416670940656
18.643,37950.48478867493
18.642,37950.5529064092
18.641000000000002,37950.62102414346
18.64,37950.68914187773
18.639,37950.757259612
18.638,37950.825377346264
18.637,37950.893495080534
18.636,37950.96393178589
18.635,37951.03436849125
18.634,37951.104805196606
18.633,37951.17524190196
18.632,37951.245678607316
18.631,37951.32105764281
18.63,37951.404404669476
18.629,37951.488644299396
18.628,37951.583152486
18.627,37951.6776606726
18.626,37951.77251892906
18.625,37951.88058806682
18.624,37951.991675632155
18.623,37952.110473908826
18.622,37952.24572326891
18.621,37952.38102482344
18.62,37952.516326377954
18.619,37952.65162793247
18.618000000000002,37952.786929486996
18.617,37952.93068426629
18.616,37953.08099936872
18.615000000000002,37953.242483659764
18.614,37953.4039679508
18.613,37953.56583301555
18.612000000000002,37953.72769808029
18.611,37953.907651505855
18.61,37954.09203830881
18.609,37954.276949993895
18.608,37954.470270264756
18.607,37954.67051156702
18.606,37954.87075286928
18.605,37955.07099417155
18.604,37955.27123547381
18.603,37955.471476776074
18.602,37955.67171807834
18.601,37955.8719593806
18.6,37956.07220068287
18.599,37956.27805623604
18.598,37956.48391178922
18.597,37956.689767342395
18.596,37956.895622895565
18.595,37957.106420377175
18.594,37957.32013146416
18.593,37957.55446618258
18.592,37957.78880090099
18.591,37958.02354978991
18.59,37958.258298678826
18.589,37958.4979245254
18.588,37958.738389340215
18.587,37958.99934505581
18.586000000000002,37959.265521449735
18.585,37959.533698661384
18.584,37959.803050500064
18.583000000000002,37960.077964360564
18.582,37960.36056204435
18.581,37960.64315972813
18.580000000000002,37960.925757411926
18.579,37961.22335938882
18.578,37961.53479848529
18.577,37961.84837317761
18.576,37962.162398366396
18.575,37962.476423555185
18.574,37962.790448743974
18.573,37963.116913003905
18.572,37963.44828209269
18.571,37963.793933987254
18.57,37964.14687665624
18.569,37964.50291996347
18.568,37964.8589632707
18.567,37965.21500657792
18.566,37965.571049885155
18.565,37965.92709319238
18.564,37966.28313649961
18.563,37966.639179806836
18.562,37966.99522311406
18.561,37967.352482990915
18.56,37967.714623782966
18.559,37968.07887600239
18.558,37968.444946695825
18.557000000000002,37968.811017389264
18.556,37969.20443297737
18.555,37969.60419760283
18.554000000000002,37970.00445223678
18.553,37970.40470687073
18.552,37970.80496150468
18.551000000000002,37971.205216138624
18.55,37971.614655152116
18.549,37972.036852294405
18.548000000000002,37972.47055719349
18.547,37972.91075611563
18.546,37973.36014729647
18.545,37973.81701222881
18.544,37974.27387716113
18.543,37974.73074209347
18.542,37975.194028446946
18.541,37975.65813245793
18.54,37976.13601252671
18.539,37976.62948717121
18.538,37977.12300125428
18.537,37977.61704832339
18.536,37978.11109539249
18.535,37978.60514246159
18.534,37979.10369664303
18.533,37979.602951578185
18.532,37980.12339555088
18.531,37980.64667460065
18.53,37981.17388794673
18.529,37981.713655211155
18.528,37982.25342247557
18.527,37982.79318974
18.526,37983.33295700441
18.525000000000002,37983.87272426883
18.524,37984.41249153325
18.523,37984.95225879767
18.522000000000002,37985.492026062086
18.521,37986.03722185677
18.52,37986.59284438573
18.519000000000002,37987.14846691469
18.518,37987.71852831479
18.517,37988.294676891834
18.516000000000002,37988.87525142947
18.515,37989.46261057154
18.514,37990.058096665525
18.513,37990.654162492545
18.512,37991.25022831955
18.511,37991.84629414657
18.51,37992.44235997358
18.509,37993.051986751765
18.508,37993.676160259616
18.507,37994.30248991007
18.506,37994.94113825774
18.505,37995.59652956521
18.504,37996.264653739454
18.503,37996.939479168796
18.502,37997.62310783568
18.501,37998.31405275118
18.5,37999.01332400827
18.499,37999.71396351355
18.498,38000.42036535334
18.497,38001.12739777323
18.496,38001.83593880774
18.495,38002.56193238114
18.494,38003.30188299611
18.493000000000002,38004.056764210865
18.492,38004.81318139872
18.491,38005.56959858657
18.490000000000002,38006.32601577442
18.489,38007.08243296228
18.488,38007.838850150125
18.487000000000002,38008.606584184454
18.486,38009.37558890652
18.485,38010.14715011084
18.484,38010.94246915101
18.483,38011.74939587041
18.482,38012.558800517785
18.481,38013.37595816737
18.48,38014.20300392264
18.479,38015.03830144578
18.478,38015.88165064114
18.477,38016.72713743557
18.476,38017.59067445336
18.475,38018.46027503423
18.474,38019.33714130439
18.473,38020.23335714488
18.472,38021.13387644874
18.471,38022.03927966974
18.47,38022.95831165449
18.469,38023.877343639244
18.468,38024.820925251406
18.467,38025.768958803455
18.466,38026.71963803332
18.465,38027.67524877722
18.464,38028.6330670975
18.463,38029.591579599815
18.462,38030.55009210213
18.461000000000002,38031.50860460445
18.46,38032.46711710676
18.459,38033.425629609075
18.458000000000002,38034.3841421114
18.457,38035.342654613705
18.456,38036.30116711603
18.455000000000002,38037.25967961834
18.454,38038.21819212066
18.453,38039.176704622965
18.452,38040.13521712529
18.451,38041.0937296276
18.45,38042.05224212992
18.449,38043.01075463223
18.448,38043.96926713455
18.447,38044.92777963686
18.446,38045.886292139185
18.445,38046.8448046415
18.444,38047.803317143815
18.443,38048.76182964613
18.442,38049.720342148445
18.441,38050.67885465076
18.44,38051.637367153075
18.439,38052.59587965539
18.438,38053.554392157705
18.437,38054.51290466002
18.436,38055.471417162335
18.435,38056.42992966465
18.434,38057.38844216697
18.433,38058.34695466928
18.432000000000002,38059.3054671716
18.431,38060.26397967392
18.43,38061.22249217623
18.429000000000002,38062.18100467855
18.428,38063.13951718086
18.427,38064.09802968318
18.426000000000002,38065.05654218549
18.425,38066.01505468781
18.424,38066.97356719012
18.423000000000002,38067.93207969244
18.422,38068.89059219476
18.421,38069.84910469707
18.42,38070.80761719939
18.419,38071.766129701704
18.418,38072.72464220402
18.417,38073.683154706334
18.416,38074.64166720865
18.415,38075.600179710964
18.414,38076.55869221328
18.413,38077.517204715594
18.412,38078.47571721791
18.411,38079.434229720224
18.41,38080.39274222254
18.409,38081.35125472484
18.408,38082.30976722715
18.407,38083.26827972945
18.406,38084.226792231755
18.405,38085.185304734056
18.404,38086.143817236356
18.403,38087.10232973866
18.402,38088.060842240964
18.401,38089.019354743265
18.400000000000002,38089.97786724557
